Price,Close,High,Low,Open,Volume,Symbol,Security,GICS Sector,GICS Sub-Industry,Headquarters Location,Date Added,CIK,Founded
Ticker,HBAN,HBAN,HBAN,HBAN,HBAN,,,,,,,,
Date,,,,,,,,,,,,,
2010-02-26,2.9155259132385254,2.9337101939327765,2.885219164120555,2.909464679026666,9186500,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-03-01,2.9094648361206055,2.957955868551057,2.8791577963368975,2.945833110443444,7019800,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-03-02,2.9276492595672607,2.951894779350184,2.903403739784337,2.9337107840276886,11973800,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-03-03,2.9155259132385254,2.9518941855976917,2.8912803983324147,2.9337101939327765,10153200,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-03-04,2.9155259132385254,2.9337101939327765,2.90340315578547,2.927648670691581,5681800,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-03-05,3.006446599960327,3.0064465999603267,2.9215873017035943,2.945832815491232,14761100,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-03-08,3.006446599960327,3.0488763936033547,2.964016806317299,3.030692113747965,12788000,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-03-09,3.0488762855529785,3.115551301591398,2.9397711883459055,2.988262214202688,21012700,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-03-10,3.1822264194488525,3.297392743598136,3.121612640693781,3.1458581521958098,39935500,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-03-11,3.2731471061706543,3.4064974143015196,3.206471807590579,3.2125333297475334,54603100,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-03-12,3.315577268600464,3.4064980959430797,3.273147761128761,3.3822525805222945,26892500,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-03-15,3.2792091369628906,3.303454653429838,3.194349829328574,3.2913318951963646,22332300,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-03-16,3.358152151107788,3.358152151107788,3.2913533860140083,3.3277889970930254,18207300,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-03-17,3.497823476791382,3.528186352859912,3.4006615205041046,3.424951937184772,32758400,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-03-18,3.3399343490600586,3.5281851594411573,3.3217163979295288,3.5281851594411573,32948700,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-03-19,3.2306270599365234,3.3702970338893015,3.212409111349435,3.3460066288161636,37237600,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-03-22,3.3217172622680664,3.352080425531528,3.121321195510056,3.151684358773518,22213500,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-03-23,3.327791452407837,3.3642270903698375,3.2670653891378367,3.3399366650618374,24917400,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-03-24,3.327791452407837,3.3642270903698375,3.303501027099837,3.315646239753837,20073200,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-03-25,3.3399343490600586,3.4553139340480565,3.3338616021617122,3.3885151659887924,25154200,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-03-26,3.3217172622680664,3.431024418364861,3.279209181176722,3.4067340035799254,23286100,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-03-29,3.3095719814300537,3.3702983066093477,3.267063901282042,3.364225558265587,14392400,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-03-30,3.285281181335449,3.3399347517520463,3.2488455642459,3.3217167984249993,11651500,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-03-31,3.273136615753174,3.3399354049298595,3.230628532284502,3.248846199609761,16615500,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-04-01,3.273136615753174,3.3399354049298595,3.230628532284502,3.327790196858153,11268500,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-04-05,3.358152151107788,3.370297354800794,3.2731354356922515,3.2913533860140083,17259300,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-04-06,3.5524768829345703,3.5524768829345703,3.3399355854121735,3.3642260028681834,37087600,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-04-07,3.576765775680542,3.6739276936508447,3.528184961477637,3.5706933186874252,35276600,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-04-08,3.5828402042388916,3.673929418414342,3.4613878221500816,3.5706949949864737,29871500,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-04-09,3.558549165725708,3.643565615680163,3.5342587514530064,3.643565615680163,21108300,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-04-12,3.661783456802368,3.692146328912664,3.5524763064245075,3.576766719938572,24430800,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-04-13,3.4553146362304688,3.570694244665689,3.382443396028614,3.570694244665689,51725500,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-04-14,3.5706942081451416,3.613202286379172,3.509968175264693,3.5403310469226343,31518700,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-04-15,3.4917492866516113,3.6132013199267417,3.4796040833240984,3.582838456390203,24467800,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-04-16,3.3763716220855713,3.497824013696065,3.2124111395413593,3.497824013696065,45066500,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-04-19,3.333861827850342,3.412805805485969,3.194192114507426,3.339934575159788,33650200,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-04-20,3.540329694747925,3.5524748966853403,3.321715770309986,3.3885145257480005,37734900,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-04-21,4.0018486976623535,4.129373486692516,3.71036350695977,3.7407263727127313,118063900,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-04-22,4.184028148651123,4.238681730524515,3.983632067868159,4.056503317322945,54644000,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-04-23,4.354061126708984,4.420859913343786,4.269044673442159,4.311552755293277,55055600,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-04-26,4.165808200836182,4.4937289334537365,4.159735455256678,4.396567031132813,40319800,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-04-27,4.056501388549805,4.16580850032357,3.9836301737436055,4.0686465910175045,35501300,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-04-28,4.0868659019470215,4.214390715153276,4.020067121323611,4.1172290630207256,29130000,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-04-29,4.171881675720215,4.226535241025608,4.099010448356037,4.159736471159518,18829200,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-04-30,4.105082988739014,4.275115844028078,4.0868650380329345,4.159736261728248,28582700,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-05-03,4.177955627441406,4.202246043566621,4.105084379065762,4.153665211316191,13053800,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-05-04,4.050428867340088,4.153663231447263,4.0261384627930425,4.129372826900218,22622400,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-05-05,3.9775586128234863,4.171881896057797,3.9229050446315696,3.9654134076213414,42628900,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-05-06,3.783236265182495,4.080794033777984,3.4370973704814527,3.959341942425667,50405100,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-05-07,3.6496388912200928,3.874325400480783,3.558549679757358,3.765018230899653,38180200,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-05-10,3.9411237239837646,3.989704846884904,3.8075264323083013,3.9411237239837646,33560400,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-05-11,3.9350497722625732,4.074719759918671,3.8439605995191184,3.86825100697544,32663800,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-05-12,4.111155986785889,4.171882014520964,4.0625751645978285,4.092938033683096,37676400,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-05-13,4.105082988739014,4.220462281474341,4.074719834083715,4.135445853829809,29913000,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-05-14,3.965413808822632,4.06257546027013,3.9107602351011326,4.044357505841443,33066600,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-05-17,3.9471960067749023,4.02006724817371,3.813598730877087,3.971486420574505,22873800,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-05-18,3.740726947784424,4.00792177113539,3.6921461234596213,4.00792177113539,33016500,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-05-19,3.734654426574707,3.868251691215996,3.6496379854393415,3.704291267101231,29417700,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-05-20,3.5524768829345703,3.6557113019049217,3.497823588440856,3.5949852582648965,45452700,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-05-21,3.789307117462158,3.789307117462158,3.412805504425438,3.4553138631481017,38619300,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-05-24,3.6435654163360596,3.8075258484886,3.6314202098641886,3.8075258484886,21195200,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-05-25,3.6192734241485596,3.6374910811249417,3.4370951169981168,3.4431678623665354,31690200,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-05-26,3.6496388912200928,3.7468005623458787,3.6314209331016976,3.710364935673709,16251900,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-05-27,3.789307117462158,3.7953798642358976,3.686073028389125,3.7528715055132342,15180400,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-05-28,3.740726947784424,3.837888885998582,3.704291329540822,3.813598473836181,13165500,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-06-01,3.6010565757751465,3.8014528905786666,3.594984118119326,3.698218504348996,14126400,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-06-02,3.7468008995056152,3.746800899505615,3.631421259878878,3.6739296396038803,13098000,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-06-03,3.710364818572998,3.795381278124905,3.6617839845433373,3.7771633205814763,12740600,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-06-04,3.540329694747925,3.673927205623953,3.5099668346866126,3.6132009063724193,17932500,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-06-07,3.3824424743652344,3.58891093201102,3.364224524496597,3.5585480683159436,17001800,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-06-08,3.4735329151153564,3.4735329151153564,3.2792095735822353,3.418879620091476,20253100,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-06-09,3.467458963394165,3.552475388731529,3.455313759774542,3.4978221172254713,18792500,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-06-10,3.588911533355713,3.5949842808509493,3.4978226374434764,3.546403459147213,18081800,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-06-11,3.710364818572998,3.7164372780444,3.4796055673674973,3.522113941925756,15897600,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-06-14,3.6921446323394775,3.7953789871194363,3.673926975357389,3.7710885847670266,13577000,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-06-15,3.8259637355804443,3.8320464880894187,3.6799811558643083,3.740807230746032,13169800,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-06-16,3.7347233295440674,3.7955493857174534,3.7043104464781313,3.771218963248099,11437300,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-06-17,3.6678149700164795,3.7651366640661617,3.6130713720927696,3.7468887014110828,12376800,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-06-18,3.679981231689453,3.704311662143465,3.6313200807398194,3.673898479055145,9631900,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-06-21,3.679981231689453,3.7529725230514894,3.6495680486011333,3.7225593399631696,10427600,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-06-22,3.6252353191375732,3.722556979235304,3.6191525703607526,3.6799788979632595,14987900,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-06-23,3.5583274364471436,3.6738970821831547,3.5461622258455368,3.637401450378335,12883700,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-06-24,3.4914190769195557,3.5887410641447195,3.4853366158663466,3.5218322523102072,10764100,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-06-25,3.649569272994995,3.655652027670006,3.491421131945193,3.56441273783679,13915100,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-06-28,3.606990337371826,3.6556514975907954,3.5644122209875175,3.6495687437977997,9919200,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-06-29,3.424511432647705,3.54008112268843,3.406263464729018,3.54008112268843,20768900,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-06-30,3.3697683811187744,3.5218337423246453,3.363685917492202,3.430594467592791,13381100,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-07-01,3.3028578758239746,3.4305927380420607,3.1629578024442386,3.3150230869856254,23668500,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-07-02,3.248115062713623,3.3697671927606834,3.199454210694799,3.327188802223434,12859500,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-07-06,3.235950469970703,3.351520160688401,3.193372071272095,3.345437407999338,12537500,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-07-07,3.5035855770111084,3.5339984710225183,3.2602809747117334,3.2602809747117334,16188200,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-07-08,3.448841094970703,3.631319283303662,3.394097493450042,3.5887411843800776,20838100,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-07-09,3.5948240756988525,3.619154503720651,3.4123458655353667,3.448841507568064,9543200,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
2010-07-12,3.606990337371826,3.6434859900048044,3.5339990321058696,3.582659902283174,11026800,HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
