Date,Close,High,Low,Open,Volume,Symbol,Security,GICS Sector,GICS Sub-Industry,Headquarters Location,Date Added,CIK,Founded
2017-05-12,21.008495330810547,21.2076268449283,20.182094894483296,21.157844441168105,10933700,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150.0,1859.0
2017-05-15,21.924509048461918,22.203293591724183,20.918888762506786,20.918888762506786,3487300,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150.0,1859.0
2017-05-16,22.00415802001953,22.312813093185834,21.954373718491468,22.09376786369312,1289300,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150.0,1859.0
2017-05-17,22.00415802001953,22.41237979716504,21.5760225222628,22.05394042247067,1583700,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150.0,1859.0
2017-05-18,22.402423858642575,23.52752253239386,21.884678495908805,22.093768772776176,4075200,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150.0,1859.0
2017-05-19,22.6214656829834,23.388126750659755,22.223200809864743,22.462159733735938,1248600,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150.0,1859.0
2017-05-22,22.790735244750977,22.989868689855506,22.422340840108056,22.701125384361664,383100,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150.0,1859.0
2017-05-23,23.34830665588379,23.50761264226893,22.55177482488089,22.890300520718625,704000,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150.0,1859.0
2017-05-24,23.24873733520508,23.490683536046827,22.91021167729038,23.437913884999045,408800,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150.0,1859.0
2017-05-25,22.412378311157227,23.71669653948152,22.21324491640196,23.31843164904778,1080700,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150.0,1859.0
2017-05-26,22.930124282836918,23.13921264422078,22.258050480366958,22.452204501388216,721100,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150.0,1859.0
2017-05-30,22.850473403930664,23.18899907651312,22.49203400964876,22.90025580910225,843100,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150.0,1859.0
2017-05-31,22.83056259155273,23.079478447284316,22.57168987370262,22.870388140949608,484400,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150.0,1859.0
2017-06-01,22.83056259155273,23.333371784536524,22.711082145207577,22.810648867315663,486400,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150.0,1859.0
2017-06-02,22.55177116394043,22.99982036483784,22.50198876343043,22.79073010472677,546600,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150.0,1859.0
2017-06-05,22.531858444213867,22.81064483704401,21.82493845039459,22.51194662257216,422200,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150.0,1859.0
2017-06-06,22.193336486816406,22.611513261351973,21.735330368537262,21.735330368537262,1089500,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150.0,1859.0
2017-06-07,21.665632247924805,22.69116606489381,21.476455701302445,22.30285611139771,733500,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150.0,1859.0
2017-06-08,21.55611228942871,21.83489872586272,21.51628674083941,21.655679009517804,432600,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150.0,1859.0
2017-06-09,22.392465591430664,22.72103437808989,21.58597891491745,21.58597891491745,565900,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150.0,1859.0
2017-06-12,22.930124282836918,23.47773828567005,21.79506693835771,22.362594661058885,826200,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150.0,1859.0
2017-06-13,23.38812828063965,24.134875678740823,22.701120142645053,22.89029668190553,927300,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150.0,1859.0
2017-06-14,23.149169921875,23.60717409264336,22.45220490653188,23.46778184920549,1988500,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150.0,1859.0
2017-06-15,22.89029884338379,24.443533046361058,22.6712536029245,22.97990869154373,1510300,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150.0,1859.0
2017-06-16,23.81626510620117,23.89591809053989,22.9002548367674,22.9002548367674,2465600,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150.0,1859.0
2017-06-19,23.81626510620117,24.105006462275185,23.43791390536148,23.955657354024694,460200,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150.0,1859.0
2017-06-20,22.521902084350582,23.617130068786413,22.113678431276384,23.617130068786413,1043700,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150.0,1859.0
2017-06-21,20.630142211914062,22.64636184717724,20.54053236594339,22.44225095337225,1275400,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150.0,1859.0
2017-06-22,20.96866798400879,20.978624844621557,19.823655600618444,20.630142319482676,1321900,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150.0,1859.0
2017-06-23,20.381227493286133,21.0134739298889,20.152225385278637,20.93880032027449,3690400,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150.0,1859.0
2017-06-26,20.41109848022461,20.95871255786809,19.992919801252047,20.331445488947796,790800,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150.0,1859.0
2017-06-27,21.197673797607425,21.53619759208431,20.33144584078925,20.470838103166624,1029100,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150.0,1859.0
2017-06-28,21.177759170532227,21.546153533680894,21.04832187607032,21.18771603157369,737600,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150.0,1859.0
2017-06-29,21.33706283569336,21.446586396197883,20.94875479256184,21.237496135150774,796200,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150.0,1859.0
2017-06-30,21.516284942626957,21.645720338571216,21.14788867880901,21.446588814112577,250800,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150.0,1859.0
2017-07-03,22.24311637878418,22.30285563995275,21.297235564743623,21.65567492990878,396500,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150.0,1859.0
2017-07-05,21.72537422180176,22.312815756410604,21.66563495191461,22.282945171928457,765800,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150.0,1859.0
2017-07-06,20.879058837890625,21.51628464494243,20.80438522940567,21.51628464494243,1184400,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150.0,1859.0
2017-07-07,20.58036231994629,21.127976424088544,20.49075246303905,20.89897430047104,953900,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150.0,1859.0
2017-07-10,21.247453689575195,21.38684593544466,20.460878818564534,20.54053180178665,826900,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150.0,1859.0
2017-07-11,21.63576316833496,21.70545929585345,20.92884313313076,21.13793151568624,656100,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150.0,1859.0
2017-07-12,22.03403091430664,22.243121222544367,21.635765921326787,21.68555023237257,1091800,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150.0,1859.0
2017-07-13,21.964332580566406,22.163466006673293,21.765201053536614,22.01411688663168,1577700,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150.0,1859.0
2017-07-14,21.9842472076416,22.193337503565584,21.89463735211378,22.03402961667832,211300,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150.0,1859.0
2017-07-17,22.870384216308597,23.01973522338018,21.82792580929981,21.964330808853884,1357100,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150.0,1859.0
2017-07-18,22.94007873535156,23.10933963923646,22.711074779055355,22.73098849683357,962700,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150.0,1859.0
2017-07-19,23.318435668945312,23.318435668945312,22.900256987130284,22.930127571216044,742400,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150.0,1859.0
2017-07-20,23.4478702545166,23.51756828163052,22.900256192160967,23.30847799844289,454400,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150.0,1859.0
2017-07-21,22.910213470458984,23.587264839280785,22.721036905858284,23.338349006571423,1163200,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150.0,1859.0
2017-07-24,23.03964614868164,23.049603008704132,22.61151066309874,22.830557785439872,724400,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150.0,1859.0
2017-07-25,23.34830665588379,23.457828334600357,22.890300520718625,23.179043807964923,1832300,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150.0,1859.0
2017-07-26,22.72103309631348,23.49765104782201,22.541813422959446,23.49765104782201,781200,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150.0,1859.0
2017-07-27,23.12925720214844,23.14917092323722,22.64636180974572,22.711078554668813,314200,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150.0,1859.0
2017-07-28,22.989866256713867,23.11930165297887,22.780775971575537,22.9799093956047,260800,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150.0,1859.0
2017-07-31,22.860424041748047,23.12925353661148,22.8106416459926,23.12925353661148,536900,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150.0,1859.0
2017-08-01,22.402423858642575,22.900255499945747,22.292900289851243,22.900255499945747,998200,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150.0,1859.0
2017-08-02,22.920167922973636,23.029689586483684,22.40242258956957,22.40242258956957,1444100,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150.0,1859.0
2017-08-03,23.159128189086918,23.8929315424504,22.860428064758544,23.72665595651072,2650300,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150.0,1859.0
2017-08-04,23.96561622619629,23.97557308745905,23.18900003847153,23.35826098270725,809600,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150.0,1859.0
