Date,Close,High,Low,Open,Volume
2010-01-04,9.868687629699709,9.873900600184282,9.508973801473475,9.524612712927196,54898644
2010-01-05,9.727934837341309,9.868692445419097,9.670588989895624,9.8634794723907,45714931
2010-01-06,9.69665241241455,9.806131106156986,9.649733571121605,9.727932338639295,43640975
2010-01-07,9.660161972045898,9.733147786441782,9.623669064847958,9.717507819350605,41557112
2010-01-08,9.738354682922363,9.753994640254527,9.654942974542523,9.707075816301812,32049716
2010-01-11,9.816557884216309,9.879117741985125,9.733146137916895,9.816557884216309,34199665
2010-01-12,9.785280227661133,9.899971917194598,9.717507389280271,9.800919146015742,43501847
2010-01-13,10.01466178894043,10.061581684531085,9.83741234352343,9.83741234352343,62728072
2010-01-14,10.103286743164062,10.165846598895628,9.972955107782267,10.009448007610938,49820367
2010-01-15,10.160635948181152,10.259687688542972,10.04073126500866,10.129356009942862,80760537
2010-01-19,10.426507949829102,10.463000846606514,10.16584574890434,10.1814846634854,82562244
2010-01-20,10.395225524902344,10.61418285291548,10.358732636900154,10.452571342042372,83522965
2010-01-21,10.030299186706545,10.50470575334306,9.993807341313616,10.447359927662692,81343188
2010-01-22,9.88432502746582,10.384797313418982,9.853045116577375,10.040722485820726,65034962
2010-01-25,9.826982498168944,10.03551286149256,9.821769527297954,10.030298842577569,51933110
2010-01-26,9.790489196777344,9.853047988746498,9.712290444804909,9.759210324814743,45955032
2010-01-27,9.90518283843994,9.95210167987482,9.7279323680666,9.79049117266116,57558308
2010-01-28,9.71229362487793,9.957316950372803,9.701866632113672,9.94167698524857,53690549
2010-01-29,9.727934837341309,9.889545385577122,9.654949022765996,9.748787777499334,59071114
2010-02-01,9.79570484161377,9.89997057140373,9.748785996839258,9.79570484161377,41586308
2010-02-02,10.030299186706545,10.07721907028723,9.78527697083554,9.83740982546607,71262310
2010-02-03,9.79875373840332,9.919790763276028,9.693503323602904,9.83559127778927,120151889
2010-02-04,9.488266944885254,9.704028922895066,9.477742538024376,9.656665918195165,99352043
2010-02-05,9.45142650604248,9.572463495469956,9.261976661234987,9.425114439018753,95279492
2010-02-08,9.388277053833008,9.472476515948474,9.325126399304734,9.425114582993944,58630015
2010-02-09,9.40932559967041,9.55141243654749,9.288288625369876,9.404062340570126,74804488
2010-02-10,9.335649490356444,9.461949709398796,9.277762110366496,9.430374390152856,63195205
2010-02-11,9.404062271118164,9.488262778744035,9.272500895471744,9.3409126838549,57646000
2010-02-12,9.367225646972656,9.414587572134012,9.272500738708445,9.3935377100688,53060257
2010-02-16,9.32512664794922,9.514576500702168,9.267240309657616,9.451426902431752,66699017
2010-02-17,9.298815727233888,9.398802867985218,9.225141715798372,9.393540665298788,61399821
2010-02-18,9.330389022827148,9.340913425903,9.235664105436484,9.30407695719592,60202899
2010-02-19,9.46721649169922,9.525103899704272,9.330391805318358,9.377753749167072,53393321
2010-02-22,9.446165084838867,9.551414419573044,9.356702356858507,9.461952749534433,61134003
2010-02-23,9.298815727233888,9.44090260536032,9.267241453173476,9.38827846261236,50458353
2010-02-24,9.372488975524902,9.483000500176562,9.261976392931611,9.335651447993804,71379515
2010-02-25,9.30933952331543,9.330389388233106,9.172514872379695,9.246188870620747,56344732
2010-02-26,9.235665321350098,9.372489984940902,9.209353252254775,9.309340384347086,62436536
