Date,Close,High,Low,Open,Volume
2010-01-04,8.53742504119873,8.615985653404774,8.476500522238933,8.50375646951036,10408800
2010-01-05,8.45405387878418,8.564679435718093,8.378699892867001,8.545440341381711,11186400
2010-01-06,8.53742504119873,8.551854516436581,8.438022329337896,8.439625332542168,13493200
2010-01-07,8.51337718963623,8.52941028246113,8.441230412524023,8.527806667378663,9768800
2010-01-08,8.43962287902832,8.526199705286357,8.40916093420405,8.494134146124159,9074400
2010-01-11,8.433210372924805,8.61758689532514,8.320981823567791,8.460466314625597,24571600
2010-01-12,8.22799301147461,8.369081138551753,8.17989496703462,8.369081138551753,22500400
2010-01-13,8.256848335266113,8.296930123301387,8.109347648864095,8.207146697926538,23431200
2010-01-14,8.017962455749512,8.118968756104756,7.96024518143192,8.096523047492411,32314400
2010-01-15,8.104540824890137,8.117367296020394,7.921767892482613,7.969865936021466,24167600
2010-01-19,8.159050941467285,8.160654555929982,8.03720254109021,8.054838630581566,14181200
2010-01-20,8.013154029846191,8.109350724576027,7.916957946716138,8.109350724576027,15854800
2010-01-21,7.860842227935791,8.06606145480196,7.840000132797597,8.005136949044838,18664400
2010-01-22,7.7181525230407715,7.873670127192057,7.714945905144889,7.859240652460496,14230000
2010-01-25,7.65562629699707,7.782284973092628,7.644403438264545,7.76144225904654,21731600
2010-01-26,7.891305923461914,7.947420205532933,7.713342612322677,7.775870129944614,25260000
2010-01-27,7.97788143157959,7.979485046121406,7.820760844467744,7.880082350519983,17494400
2010-01-28,7.857633590698242,7.9874988063125585,7.835187886873448,7.9874988063125585,13256400
2010-01-29,7.817554950714111,7.888099318690898,7.806332094281405,7.85443074939278,23262800
2010-02-01,7.892909049987793,7.902528903464615,7.782283487203498,7.799919579444431,11096400
2010-02-02,7.949024677276611,7.950627680537273,7.807936537943459,7.889703159434341,10453600
2010-02-03,7.920165538787842,7.9329913993699215,7.870463876482625,7.904132448560422,15056800
2010-02-04,7.69891357421875,7.876876895438276,7.690897335125945,7.860843805652827,18499600
2010-02-05,7.599512577056885,7.695708691055083,7.493696607018877,7.684485831475293,25320000
2010-02-08,7.517743110656738,7.904131679336608,7.51453649292332,7.597906719192809,9212400
2010-02-09,7.448803424835205,7.588288564009951,7.426357709087513,7.564239233366061,29608800
2010-02-10,7.362226486206055,7.452009959793888,7.341384385587351,7.452009959793888,18621200
2010-02-11,7.368640422821045,7.389483137020477,7.290080411115388,7.373450656313182,17407600
2010-02-12,7.306110858917236,7.347796275717247,7.261219436147778,7.312524094055663,13014800
2010-02-16,7.435975551605225,7.43757855446779,7.346192101308582,7.346192101308582,11662400
2010-02-17,7.338175296783447,7.471246541683995,7.326952442813509,7.452007450821198,11451200
2010-02-18,7.333367824554443,7.359020157083718,7.306111877217174,7.351003306243442,11796000
2010-02-19,7.516140460968018,7.5482060282099965,7.32695428700015,7.34779699744741,16754400
2010-02-22,7.506520748138428,7.573858501769828,7.495297891133167,7.56103202999248,13581200
2010-02-23,7.50331449508667,7.538586682589855,7.477662161884317,7.504918109936742,14850000
2010-02-24,7.626479625701904,7.66375303776308,7.584344034186048,7.623238378800329,23348400
2010-02-25,7.597307205200195,7.610271571501956,7.495210115929201,7.568136608265625,12076000
2010-02-26,7.514659404754639,7.628100583053682,7.51465940475464,7.615136212559194,13330000
2010-03-01,7.678333759307861,7.7318127557700835,7.5843395098471,7.610268851387263,14040800
2010-03-02,7.64754581451416,7.778813515135716,7.645925500375179,7.688060468238826,12073200
2010-03-03,7.605413913726807,7.691304816435327,7.576243301824894,7.644307650792822,12189600
2010-03-04,7.657268524169922,7.670233508356398,7.581100787585552,7.607030137754033,9306400
2010-03-05,7.722091197967529,7.730194002921285,7.6588878356376995,7.691299673657112,9364800
2010-03-08,7.738300323486328,7.754505940756263,7.705888470741786,7.738300323486328,7573600
2010-03-09,7.619993686676025,7.723711067814254,7.605408391315689,7.713987331505912,11987600
2010-03-10,7.611893177032471,7.647545651169574,7.574619770586452,7.613513491136845,7936400
2010-03-11,7.676714897155762,7.688058948499865,7.568135943375217,7.598926851565722,11961600
2010-03-12,7.628097057342529,7.713987904059364,7.6086502014868,7.710747276587077,10052000
2010-03-15,7.666991710662842,7.666991710662842,7.5875827337454,7.639441430351082,6087200
2010-03-16,7.754506587982178,7.765850644658892,7.632962593699042,7.671856943879724,6906000
2010-03-17,7.78205680847168,7.793400865041961,7.752886200661041,7.793400865041961,9468800
2010-03-18,7.773952960968018,7.807985126133612,7.744782357053325,7.790158577274119,11521200
2010-03-19,7.804746150970459,7.869569871472473,7.748025859184808,7.804746150970459,13207200
2010-03-22,7.752883434295654,7.80636245072976,7.722092522906593,7.793398084220233,8700000
2010-03-23,7.749641895294189,7.799880281856011,7.722092231124607,7.757744701332037,9041200
2010-03-24,7.660511016845703,7.760987187823944,7.632960730068295,7.744781573158108,10957200
2010-03-25,7.689683437347412,7.713991865098047,7.634583468959366,7.696165932029468,10774800
2010-03-26,7.748018741607666,7.765844661075688,7.683195080654735,7.715606911131201,10840000
2010-03-29,7.872804641723633,7.874424955210854,7.738295748725006,7.754501356414435,11158400
2010-03-30,7.723715305328369,7.895497698462418,7.702647507537237,7.895497698462418,17424400
2010-03-31,7.832292079925537,7.892253586111946,7.684818167129971,7.713988763264867,15155200
2010-04-01,7.914942741394043,7.931148355530457,7.859842787843863,7.86794559491207,10013600
2010-04-05,7.936009883880615,7.94249175808118,7.872807128442478,7.924665831274001,9532000
2010-04-06,7.971664905548096,7.991112388983843,7.871188713948865,7.892256511901908,8435200
2010-04-07,7.957079410552978,7.974905960837659,7.876050086135108,7.9716647136763825,11228800
2010-04-08,7.947356700897217,7.970044814002282,7.87280986692208,7.947356700897216,13638400
2010-04-09,8.055930137634277,8.057551069281507,7.885768788728294,7.95707432609914,13893200
2010-04-12,8.060797691345215,8.086727051158515,8.021903342522913,8.057556444092965,10430800
2010-04-13,8.020277976989746,8.03972483005131,7.932766210906242,8.03972483005131,12833200
2010-04-14,7.87604808807373,8.02514232864558,7.84363686109268,7.995971729799013,17202800
2010-04-15,7.9133219718933105,7.924666024776922,7.850118596707384,7.880910127281058,10932400
2010-04-16,7.848496913909912,7.979764583504742,7.801499778328557,7.905217168436092,10651600
2010-04-19,7.8452606201171875,7.877672479535239,7.82257250398599,7.830675314289303,7950400
2010-04-20,8.111034393310547,8.111034393310547,7.914943597313796,7.92790796638398,15976400
2010-04-21,8.162893295288086,8.183961090995867,8.086726156998562,8.102931773263235,14417600
2010-04-22,8.248785018920898,8.26012907425853,8.086726379006576,8.135343847339943,17557200
2010-04-23,8.313608169555664,8.31684941656408,8.179099818831965,8.23906134297604,11968400
2010-04-26,8.274712562561035,8.333053140848614,8.203406380979803,8.329812512780844,12186800
2010-04-27,8.106172561645508,8.300643036844866,8.101311000682019,8.230957778080057,14655200
2010-04-28,8.224475860595703,8.274714260820007,8.098070321056367,8.132102486593167,14356000
2010-04-29,8.214750289916992,8.281194291823512,8.183959378176484,8.245541819862003,7656400
2010-04-30,8.435149192810059,8.462699473619242,8.2390584540916,8.245540945835458,18967200
2010-05-03,8.53400707244873,8.603692329876727,8.409221858408005,8.472424622539307,16931200
2010-05-04,8.337913513183594,8.475663049791274,8.295777938975903,8.475663049791274,15582800
2010-05-05,8.255266189575195,8.42542824151491,8.21637246551239,8.258507436281194,18458400
2010-05-06,8.276335716247559,8.427050319494903,7.9408743395240435,8.227718241891418,33872000
2010-05-07,8.300643920898438,8.422187903567409,8.14506715324661,8.264990821490047,21738000
2010-05-10,8.527523040771484,8.589105479571325,8.43352937774439,8.438390937737584,13366000
2010-05-11,8.53400707244873,8.632862931507265,8.42542809164974,8.4659427474472,12202800
2010-05-12,8.568039894104004,8.572902073552873,8.45783997240067,8.548593030922426,9180400
2010-05-13,8.564794540405273,8.670132850354872,8.496730242804121,8.568035785748805,7179200
2010-05-14,8.542110443115234,8.658792857329802,8.493492976594041,8.550213251167996,10629200
2010-05-17,8.527523040771484,8.568037689260029,8.367085378951357,8.553452391075973,9324000
2010-05-18,8.4805269241333,8.605311503428725,8.470803185477182,8.522661888567475,8078400
2010-05-19,8.430288314819336,8.499973561189824,8.346017769947945,8.462700157955178,8022400
2010-05-20,8.127241134643555,8.333055065737101,8.127241134643555,8.333055065737101,13034800
2010-05-21,8.198546409606934,8.198546409606934,7.983008127261104,8.03000528001082,16489200
2010-05-24,8.151546478271484,8.290916956461421,8.123996816315271,8.18233800422775,8224400
2010-05-25,8.026762962341309,8.041348262345384,7.86308403403295,8.036486701745543,18599200
2010-05-26,7.851738929748535,8.054312170360188,7.851738929748535,8.008935344084138,22309200
2010-05-27,8.067277908325195,8.077001648081916,7.940872382510693,7.953837368852988,15008400
