,Date,Close,High,Low,Open,Volume
0,2010-01-04,34.16788482666016,34.39657573657986,33.86772630350886,33.960632837604585,225352.0
1,2010-01-05,34.12500762939453,34.21076604753247,33.58186734623961,34.03924921125659,233510.0
2,2010-01-06,34.08927917480469,34.25365063140775,33.86058821551249,34.032105071876,282366.0
3,2010-01-07,34.31796646118164,34.42516380338311,33.84629106734662,33.93919761155668,272155.0
4,2010-01-08,34.439449310302734,34.5180623120098,34.06782594618501,34.25363899134905,108705.0
5,2010-01-11,34.08927917480469,34.48948699046039,33.98922722089076,34.41802208801081,181638.0
6,2010-01-12,34.16073226928711,34.30366475099164,33.84628299050541,33.96062843062697,241494.0
7,2010-01-13,34.668148040771484,34.71102861310453,34.06075914169883,34.153594803829755,193466.0
8,2010-01-14,34.78249740600586,34.97545591381566,34.64671300104842,34.6753000524746,125029.0
9,2010-01-15,33.496097564697266,34.73960657499963,33.4818040443248,34.632406535311226,274622.0
10,2010-01-19,34.15359115600586,34.25364308788581,33.6104482026423,33.617596327039834,139214.0
11,2010-01-20,33.71049499511719,33.87486911667216,33.4174846423357,33.7891079942408,205071.0
12,2010-01-21,32.559898376464844,33.8963113121756,32.50272428931482,33.64618149642056,203831.0
13,2010-01-22,32.09536361694336,32.63850373185655,32.002457102449355,32.60277129588504,257804.0
14,2010-01-25,32.26688766479492,32.45269799370795,31.71659934956064,32.345497944505105,257975.0
15,2010-01-26,32.0525016784668,32.65281622064613,31.981036765007325,32.316927855932576,244595.0
16,2010-01-27,32.13824844360352,32.21686144890624,31.61654717575238,31.923848346883197,199426.0
17,2010-01-28,31.74518775939941,32.25974369997568,31.316392959726432,32.25974369997568,120304.0
18,2010-01-29,30.77325439453125,32.03105454211981,30.55885425666676,31.81665713046632,245376.0
19,2010-02-01,32.431251525878906,32.445545044193125,30.73750640947717,31.63797897980389,406223.0
20,2010-02-02,32.42411804199219,32.78144798254025,32.05249457667687,32.4812921410612,191254.0
21,2010-02-03,32.50987243652344,32.738563332865745,32.18827501160127,32.32405937936373,159828.0
22,2010-02-04,31.72375869750977,32.45271226449247,31.70946516958324,32.34551216814936,172300.0
23,2010-02-05,32.19541931152344,32.50272320416875,31.34497524013897,31.723744013125344,380910.0
24,2010-02-08,31.86666679382324,32.55631331127727,31.688001921179293,32.1096511296674,386613.0
25,2010-02-09,31.966732025146484,32.274035952420306,31.66657622243852,32.2668905540652,227436.0
26,2010-02-10,31.630836486816406,32.10965989382341,31.33782612475314,31.85238197079999,168176.0
27,2010-02-11,32.05964279174805,32.05964279174805,31.32354398454976,31.552234929042644,218117.0
28,2010-02-12,32.788597106933594,32.788597106933594,31.294957800890543,31.773778627230893,329108.0
29,2010-02-16,33.353172302246094,33.37461395054825,32.831470963741005,33.017284042568534,169991.0
30,2010-02-17,33.39604949951172,33.56756903755063,33.11733263563273,33.52468847148826,135956.0
31,2010-02-18,33.93920135498047,33.95706621754568,33.288860926200805,33.53899081180403,104852.0
32,2010-02-19,34.14642333984375,34.189303882868266,33.60328342591206,33.79624178020873,138390.0
33,2010-02-22,33.960636138916016,34.33940498412612,33.803410100733274,34.33940498412612,90120.0
34,2010-02-23,33.25312042236328,33.974928364422794,33.24597502372396,33.974928364422794,96837.0
35,2010-02-24,33.424644470214844,33.62474837353945,33.088753438596065,33.417496344403986,100396.0
36,2010-02-25,34.082130432128906,34.082130432128906,32.85291722972835,33.110195235829536,204921.0
37,2010-02-26,33.48179244995117,34.282212956371225,33.438914629892125,34.00349622115021,486918.0
38,2010-03-01,34.14642333984375,34.21789091155128,33.731922328776506,33.75336123718421,174253.0
39,2010-03-02,34.41802215576172,34.632419589743776,34.125011693203604,34.125011693203604,193144.0
40,2010-03-03,34.746761322021484,34.97545225709851,34.41801844362463,34.42516384262848,138253.0
41,2010-03-04,34.68195724487305,35.153553110011174,34.545159974817224,34.912356839170485,125537.0
42,2010-03-05,35.23635482788086,35.243556275186606,34.80436137214791,34.94836010624136,117613.0
43,2010-03-08,35.3587646484375,35.43076266244089,35.0491682444362,35.23636472877392,160535.0
44,2010-03-09,35.18595123291016,35.7187456577084,34.91235669393666,35.322751248943966,291102.0
45,2010-03-10,35.56754684448242,35.58194424361255,34.67475703833231,35.070751431537595,206660.0
46,2010-03-11,35.56754684448242,35.69714540902916,35.149950859488044,35.30114826927692,115698.0
47,2010-03-12,36.10755157470703,36.1291504269041,35.43075824268865,35.56755829739764,138092.0
48,2010-03-15,35.884334564208984,36.20112946549868,35.64673632833191,36.10753265731656,147572.0
49,2010-03-16,36.669132232666016,36.71233267009319,35.87714343899663,36.06433984142044,157162.0
50,2010-03-17,36.38114929199219,36.92834406437287,36.30915128083328,36.654746678182526,145512.0
51,2010-03-18,36.294734954833984,36.618731353758776,36.129137405727285,36.2371371208845,146569.0
52,2010-03-19,36.61874008178711,36.65473907990421,36.1219445695096,36.46034119421486,298577.0
53,2010-03-22,36.74833679199219,36.87721578041187,36.1507430169441,36.20114216103883,145951.0
54,2010-03-23,36.76994323730469,37.07234091089735,36.25154879488751,36.65474477749508,179957.0
55,2010-03-24,36.51794052124024,36.70513695288181,36.280342198126704,36.59713996227808,134735.0
56,2010-03-25,36.26593780517578,36.76993194197669,36.25513838203421,36.74113164923445,194200.0
57,2010-03-26,36.03554534912109,36.77713787162616,35.87714921282419,36.25154207792408,192304.0
58,2010-03-29,36.22273635864258,36.42433289385152,36.00673693200809,36.07153621068908,139884.0
59,2010-03-30,36.48913192749024,36.8419258617367,36.33073308143448,36.35233467188094,129819.0
60,2010-03-31,36.30913543701172,36.68353097407285,36.3019339911094,36.42433385252692,150574.0
61,2010-04-01,36.76273727416992,37.11553128604174,36.38834166709864,36.50354010415539,130635.0
62,2010-04-05,37.201927185058594,37.33152576225503,36.72673331752073,36.99313191872853,148533.0
63,2010-04-06,37.37472915649414,37.46832874665295,36.979165901297314,37.10113183340162,84312.0
64,2010-04-07,37.13711929321289,37.42511390720728,36.87072077342144,37.23071610082422,116492.0
65,2010-04-08,36.8851432800293,36.93554243669962,36.45314972384139,36.870743128616624,143679.0
66,2010-04-09,37.06513214111328,37.10113113771551,36.64753883674206,36.96433385200807,124400.0
67,2010-04-12,37.15152740478516,37.33872656709353,37.00753142952908,37.00753142952908,156411.0
68,2010-04-13,37.2595329284668,37.33153092729407,36.91393759031021,37.02913603636241,88760.0
69,2010-04-14,37.30993270874024,37.48273175401841,37.12273626069089,37.33153155944464,180519.0
70,2010-04-15,37.80672454833984,37.86432514416403,37.22353362163163,37.36033091689271,125891.0
71,2010-04-16,37.57633209228516,37.86432961229571,37.47553378424583,37.76353130425639,165125.0
72,2010-04-19,37.07232284545898,37.67711515137954,36.83472459295071,37.576314144937285,150688.0
73,2010-04-20,37.55472946166992,37.72032705772555,37.072336822709744,37.29553226904455,129430.0
74,2010-04-21,37.44672393798828,37.81392081973284,37.2595275202802,37.67712354319798,102039.0
75,2010-04-22,35.90594482421875,36.6187370119921,35.0131576609491,35.71154695482602,730105.0
76,2010-04-23,35.041954040527344,35.84114433919712,34.897958064932254,35.81954549216729,517511.0
77,2010-04-26,34.811553955078125,35.69714505282633,34.78995511005151,35.02035194549183,349463.0
78,2010-04-27,33.81077194213867,34.99515730002833,33.7027749552673,34.79716145082384,397724.0
79,2010-04-28,33.58757019042969,34.20675993947094,33.515569466206195,34.0699626832665,400004.0
80,2010-04-29,34.50917434692383,34.58837380898768,33.65238590919737,33.66678331452886,306036.0
81,2010-04-30,33.45798873901367,34.588374595045906,33.45798873901367,34.45157452235464,361617.0
82,2010-05-03,35.08516311645508,35.200361573212625,33.70278163536447,33.70278163536447,418334.0
83,2010-05-04,33.10519027709961,34.57397277267041,32.86759464353413,34.57397277267041,641142.0
84,2010-05-05,32.75238800048828,33.20598030037502,32.24119236239068,32.80998584560439,369316.0
