Unnamed: 0,Date,Close,High,Low,Open,Volume,Daily Return,Daily Return(%),Monthly Volatility,Monthly Momentum,Day of week,Month_Number
24,2010-02-08,14.254953384399414,14.41670323375422,14.09320353504461,14.12315641874626,38791313.0,0.00570620483249451,1.0,0.016095699747855095,-0.09313927621709572,0,2
25,2010-02-09,14.413708686828612,14.6293747462617,14.33582917164037,14.407717858118064,38803644.0,0.011136851741861076,1.0,0.016218218413339293,-0.08831394093162692,1,2
26,2010-02-10,14.383747100830078,14.593423481110625,14.302872213132886,14.5365106378083,30548346.0,-0.0020786868008448867,-0.0,0.016369869844333446,-0.08499708527212135,2,2
27,2010-02-11,14.563470840454102,14.63236408396596,14.323841565694083,14.377757743649376,28307591.0,0.012494917935094385,1.0,0.016374310063646116,-0.08411219720498031,3,2
28,2010-02-12,14.515548706054688,14.560479916577412,14.263938959322353,14.47660958165039,34720916.0,-0.003290570972017015,-0.0,0.016721351297952804,-0.06446094307156813,4,2
29,2010-02-16,14.80910301208496,14.8570284028808,14.614403517250048,14.65933475054243,32341435.0,0.0202234384641502,2.0,0.016624533580327727,-0.0720029440992449,1,2
30,2010-02-17,15.012779235839844,15.051719616602464,14.886974367934888,14.907942265268607,51705823.0,0.01375344769961262,1.0,0.017314307961574866,-0.058464561522306835,2,2
31,2010-02-18,15.219459533691406,15.264389482014211,14.93789441457634,15.09065925819056,51696134.0,0.01376695777675585,1.0,0.017682220558419517,-0.044787414769398515,3,2
32,2010-02-19,15.21346950531006,15.27637193948558,15.036742600396565,15.102640448487524,36685981.0,-0.0003935769445745363,-0.0,0.017951456764316354,-0.03677726501831324,4,2
33,2010-02-22,15.144575119018556,15.24342125479263,15.054713966275097,15.189505066365989,27387815.0,-0.004528512465053258,-0.0,0.017843602023524724,-0.02719782233501844,0,2
34,2010-02-23,15.012779235839844,15.19849238184114,14.970844699221086,15.08766332541159,26555019.0,-0.0087025144081595,-1.0,0.017464347496146334,-0.014232885728522104,1,2
35,2010-02-24,15.21346950531006,15.27637193948558,14.98282640796736,14.988817235798235,33065232.0,0.013367962475003381,1.0,0.015238100193761603,0.01683929916941973,2,2
36,2010-02-25,15.25240993499756,15.264391591685907,14.955868964156092,15.036743888753657,28263110.0,0.002559602178445086,0.0,0.015136868911801571,0.014582532366990364,3,2
37,2010-02-26,15.21346950531006,15.27337652557014,15.159552054832169,15.252408628162073,24262076.0,-0.0025530673417155647,-0.0,0.01504999780315813,0.023723578885447738,4,2
38,2010-03-01,15.43812084197998,15.474064548744671,15.180520293012425,15.180520293012425,31158961.0,0.014766607747924265,1.0,0.014990047537824293,0.02709797391177382,0,3
39,2010-03-02,15.312318801879885,15.498030713479038,15.255407188490532,15.444114514375908,33058846.0,-0.008148792290704865,-1.0,0.01292343972300341,0.0784683578171026,1,3
40,2010-03-03,15.306331634521484,15.381215751540145,15.276377484494365,15.309327049524198,25219506.0,-0.00039100331150798695,-0.0,0.012502969086602467,0.08604239170085282,2,3
41,2010-03-04,15.4291353225708,15.447107805818227,15.2883533865633,15.31531211143444,17791279.0,0.008023064636359267,1.0,0.012218133553699778,0.06836792347832366,3,3
42,2010-03-05,15.584890365600586,15.650789454086755,15.47406133846764,15.492033817145687,34019138.0,0.01009486531639503,1.0,0.011927549686294864,0.06009418212922002,4,3
43,2010-03-08,15.495035171508787,15.569919269998394,15.450105215634556,15.471073115465318,28370128.0,-0.005765532639878557,-1.0,0.012031878071213824,0.06771996419316317,0,3
44,2010-03-09,15.539965629577637,15.64480260753458,15.417154908876867,15.450104464151137,22527781.0,0.0028996680273087883,0.0,0.00861710999731947,0.0999363572216816,1,3
45,2010-03-10,15.510007858276367,15.60286441608548,15.459087088273906,15.533971165594457,25738077.0,-0.0019277887747866096,-0.0,0.008616554386776432,0.09636555344010289,2,3
46,2010-03-11,15.581899642944336,15.584895056959022,15.390195662101878,15.49802930858185,21071599.0,0.004635186862887775,0.0,0.00872024474188664,0.0880433937616718,3,3
47,2010-03-12,15.683734893798828,15.704702781784365,15.52198513114949,15.596869187335434,25892437.0,0.006535483682222454,1.0,0.008570643946047988,0.0810472156401516,4,3
48,2010-03-15,15.725738525390623,15.728738522380368,15.57274119886083,15.647739863630855,22631055.0,0.0026781651103018334,0.0,0.008483292072606844,0.0903789383848197,0,3
49,2010-03-16,15.704736709594728,15.73773667262213,15.626738056957889,15.689736726400453,24895812.0,-0.0013355058499787686,-0.0,0.008268968594476294,0.07980705270532074,1,3
50,2010-03-17,15.668743133544922,15.824741762347529,15.653743144239488,15.722743095044482,31279630.0,-0.0022918929947941535,-0.0,0.008197076002542093,0.08192511544837511,2,3
51,2010-03-18,15.81874179840088,15.848741779461529,15.632745695746875,15.665745674913587,31112939.0,0.00957311403840877,1.0,0.0073707677061249305,0.05804808844657594,3,3
52,2010-03-19,15.746745109558104,15.884742509024536,15.662745158610113,15.746745109558104,46066501.0,-0.004551353689207782,-0.0,0.007109604974609846,0.05368510053334896,4,3
53,2010-03-22,15.884737968444824,15.911736684986584,15.638741962336155,15.638741962336155,34552022.0,0.008763262371152436,1.0,0.0067762830446081385,0.03464548624078545,0,3
54,2010-03-23,15.944737434387209,15.947737431924214,15.812740062706425,15.902737468869104,21254805.0,0.0037771769393724064,0.0,0.006931385391756248,0.044123298955604184,1,3
55,2010-03-24,15.917733192443848,15.965733140177532,15.836734540616687,15.89073448181708,33297543.0,-0.0016936147148539638,-0.0,0.006770481667937978,0.05283491343139812,2,3
56,2010-03-25,16.049734115600586,16.136732773507372,15.950735469020644,16.001734160907954,37032355.0,0.008292696049171155,1.0,0.006351647521632887,0.060278909213799414,3,3
57,2010-03-26,16.025732040405273,16.10673069337235,15.971733358418373,16.073730728841028,31326313.0,-0.001495481172612223,-0.0,0.006017615942317263,0.054968697968510005,4,3
58,2010-03-29,15.890740394592283,16.088736472745673,15.869740409644928,16.0257377778775,22537250.0,-0.00842343085936037,-1.0,0.00608262925934159,0.050701633951843794,0,3
59,2010-03-30,15.977733612060549,16.01073231715559,15.878734976828488,15.878734976828488,22335326.0,0.005474459673248999,1.0,0.00644458129945784,0.0445178457843447,1,3
60,2010-03-31,15.944737434387209,16.01673611530161,15.845738775639736,15.866738758398787,28308472.0,-0.002065135048216926,-0.0,0.0058198352786899945,0.034953267667994226,2,3
61,2010-04-01,15.9717435836792,16.124740997237012,15.878744884071178,16.016742304147982,23526168.0,0.0016937343373084612,0.0,0.005446976130855528,0.04130129738610733,3,4
62,2010-04-05,16.160728454589844,16.18472716558259,15.956731221325208,15.983729928688708,21758623.0,0.011832450847993892,1.0,0.0054212448151214595,0.043472986542181236,0,4
63,2010-04-06,16.157730102539062,16.190730068548966,16.007732776986504,16.10373141813272,21325269.0,-0.0001855332239018015,-0.0,0.005688511949196005,0.04741634036670983,1,4
64,2010-04-07,15.986740112304688,16.15173748488692,15.88774143676055,16.121737504426886,26592893.0,-0.010582550218950937,-1.0,0.005412959442989315,0.03675609667443447,2,4
65,2010-04-08,16.088735580444336,16.1247355526432,15.830740819581106,15.950738206963004,19832974.0,0.006380004142379603,1.0,0.005832473290744972,0.03173306387196928,3,4
66,2010-04-09,16.160728454589844,16.160728454589844,16.01972988513774,16.09172853806253,16474483.0,0.004474737855286515,0.0,0.005922834157343756,0.03531345975580602,4,4
67,2010-04-12,16.16373062133789,16.199730585427023,16.13073191422973,16.136731908244588,18616369.0,0.0001857692712603498,0.0,0.0058930532965905365,0.04195488501743361,0,4
68,2010-04-13,16.13372802734375,16.193726693075202,16.06772810906859,16.16672672650809,17861963.0,-0.0018561676568981111,-0.0,0.005872598302895132,0.037340182630236196,1,4
69,2010-04-14,16.355728149414062,16.391728114030453,16.184730837433328,16.20573081679289,26495785.0,0.013760001513231312,1.0,0.0058169042481489835,0.028691707465856586,2,4
70,2010-04-15,16.26873207092285,16.29273205113399,16.064736019049494,16.259732078343678,31134078.0,-0.0053189975827721,-1.0,0.0064140954615740315,0.04006105169599916,3,4
71,2010-04-16,16.12473487854004,16.42472959442717,16.058734932267946,16.214733545300934,34406911.0,-0.00885116257094054,-1.0,0.006571287849906026,0.03591243659523147,4,4
72,2010-04-19,16.091733932495117,16.118733908883094,15.911736609855994,16.03473524231642,23629882.0,-0.002046603946886716,-0.0,0.006917393140403403,0.029101998871810864,0,4
73,2010-04-20,16.067731857299805,16.196730467684052,16.007733177572042,16.154731769866682,26978684.0,-0.0014915779303834586,-0.0,0.006691103666888115,0.017257512485717053,1,4
74,2010-04-21,16.109731674194336,16.20873031386209,15.974734330994185,16.01373303148541,25513033.0,0.0026139231888817616,0.0,0.00660061806502022,0.020384323586140063,2,4
75,2010-04-22,15.99273681640625,16.05573676736763,15.752740783141494,15.995738074044898,27285863.0,-0.0072623715996149585,-1.0,0.006370552626002317,0.014164143355493986,3,4
76,2010-04-23,16.16973304748535,16.172731784736616,15.9087358088663,16.007734457314374,21544148.0,0.011067288426676924,1.0,0.006555794648278068,0.0030103588859056174,4,4
77,2010-04-26,16.277732849121094,16.37973150996746,16.145735471536735,16.178734185945913,26640236.0,0.006679133249669622,1.0,0.006954337761659053,0.01583139081393381,0,4
78,2010-04-27,15.974736213684082,16.27473090502829,15.932736251310637,16.205732226817013,32043724.0,-0.018614179151697496,-2.0,0.006875547968906571,0.014205763901028678,1,4
79,2010-04-28,15.983734130859377,16.061734057005356,15.92973544196269,15.93273543912215,35458366.0,0.0005632592022137839,0.0,0.008060813362404107,-0.00318212151511188,2,4
80,2010-04-29,15.863740921020508,15.899740896366694,15.764742248792432,15.782742236465523,42994050.0,-0.007507207568424268,-1.0,0.007833333418826062,0.005852070700163248,3,4
81,2010-04-30,15.590743064880373,16.0137351317098,15.575743078118968,15.899737752270518,34641644.0,-0.017208920487247426,-2.0,0.00791694643797865,-0.007134471872405901,4,4
82,2010-05-03,15.81274127960205,15.884739966057236,15.59674396026264,15.611743949102024,25692936.0,0.014239104178539685,1.0,0.008732418339280805,-0.022201329495924682,0,5
83,2010-05-04,15.191754341125488,15.674747802051492,15.089756911588786,15.65974780948016,44013136.0,-0.03927130201501594,-4.0,0.009336456926220439,-0.009955225191545458,1,5
84,2010-05-05,15.278742790222168,15.335741459088148,15.01474689972868,15.089745546122831,30896702.0,0.005726030525730286,1.0,0.012200043537401771,-0.0599585666071355,2,5
85,2010-05-06,14.498762130737305,15.596743652478764,12.581793834265843,15.158751546855186,83531108.0,-0.05105005498122672,-5.0,0.012332521780945896,-0.0544004205255767,3,5
86,2010-05-07,14.018768310546877,14.489760332283405,13.682773648933283,14.429761645559172,85063040.0,-0.03310584833810348,-3.0,0.016199689769813477,-0.09307575973053539,4,5
87,2010-05-10,14.729762077331545,15.098756853375876,14.639763382198147,14.705762089302858,51745018.0,0.05071727779749091,5.0,0.01713649136836406,-0.12865941263982728,0,5
88,2010-05-11,14.525758743286133,14.840753389791177,14.465758803019613,14.573757435525804,38132695.0,-0.013849737217369151,-1.0,0.021112713118425594,-0.0885459081426424,1,5
89,2010-05-12,14.867751121520996,14.957749766006442,14.585756460776937,14.606756438484014,38938627.0,0.02354385641940615,2.0,0.021189217284681955,-0.1013362519101535,2,5
90,2010-05-13,14.615761756896973,14.999755189366985,14.582761779899036,14.861756545531357,34014074.0,-0.016948720930583083,-2.0,0.022075679260398322,-0.0784677232489076,3,5
91,2010-05-14,14.228767395019531,14.459763438960964,13.976770107116716,14.444763450398437,57160617.0,-0.026477878355866347,-3.0,0.021880929180214902,-0.10638269214442908,4,5
92,2010-05-17,14.255763053894045,14.306761744083914,13.991767091792235,14.234763074414978,37365958.0,0.00189725913180383,0.0,0.02237251682758938,-0.12539174331534753,0,5
93,2010-05-18,14.03676700592041,14.48375900794198,13.997767044147132,14.47475901676353,47203393.0,-0.015361930971054871,-2.0,0.022429803924630284,-0.11590713513890738,1,5
94,2010-05-19,14.099771499633787,14.44476626387284,13.901774131991212,14.372766304748934,71202991.0,0.004488533127806615,0.0,0.02251211952863665,-0.12770326275560484,2,5
95,2010-05-20,13.784770965576172,14.0277669462878,13.532774993730015,13.751770998082897,73032413.0,-0.022340825457050628,-2.0,0.022612825051617345,-0.12247903905441038,3,5
96,2010-05-21,13.97377109527588,14.042769781336233,13.43977907276738,13.487779035225932,61267567.0,0.013710792161268914,1.0,0.02279479251458083,-0.1443202627851614,4,5
97,2010-05-24,13.706771850585938,14.093765156746985,13.691771865856143,13.883769150450448,39803792.0,-0.019107171777002163,-2.0,0.023244482820727337,-0.12624266529911254,0,5
98,2010-05-25,13.75477409362793,13.769774082231152,13.250782036402711,13.361780692092715,50023495.0,0.003502082296637843,0.0,0.023058998080933476,-0.15231922442173174,1,5
99,2010-05-26,13.715768814086914,14.024763391425449,13.676768862397504,13.877766093465684,47477762.0,-0.0028357630067574746,-0.0,0.02297098937085035,-0.15499448104220426,2,5
100,2010-05-27,14.081767082214355,14.126765782544064,13.904769758301702,13.910769753008822,39501678.0,0.026684487985211502,3.0,0.02285514034551494,-0.14140874499461964,3,5
101,2010-05-28,13.80277156829834,14.120766229451776,13.727772898779529,14.117766232272078,42136811.0,-0.019812535762531835,-2.0,0.023970081516989827,-0.11899391175263252,4,5
102,2010-06-01,13.673776626586914,13.97077138734791,13.649777902669408,13.754775312246634,39122934.0,-0.009345582593549229,-1.0,0.024165036925739045,-0.12991698256942963,1,6
103,2010-06-02,14.180761337280272,14.201761312242844,13.799768091397292,13.84776677419558,54484747.0,0.037077153191722445,4.0,0.02404862486771246,-0.12295542491567368,2,6
104,2010-06-03,14.24376392364502,14.315762597651055,14.12076655637702,14.23476393189756,37078597.0,0.004442821148052056,0.0,0.025481101246684252,-0.10320664288784531,3,6
