Date,Close,High,Low,Open,Volume,Daily Return,Daily Return(%),Monthly Volatility,Monthly Momentum,Day of week,Month_Number
2015-08-05,53.41835403442383,53.76350020263209,53.00019023634051,53.10639217362741,4324300,0.008394779906709449,1.0,0.01499942442799066,0.10159183052776322,2,8
2015-08-06,52.94044494628906,53.88960305062349,52.77450825017455,53.796678905918256,3708600,-0.00894653339237661,-1.0,0.014444987728435143,0.0859817221176522,3,8
2015-08-07,52.07760238647461,52.68824856793882,51.301019412395846,52.528950664945775,3274100,-0.016298362446516168,-2.0,0.014636449048553154,0.06527514310152438,4,8
2015-08-10,52.30989837646485,52.96701153905632,52.15060051764917,52.72142333105862,3252300,0.004460573823394265,0.0,0.015059074082006995,0.0563185218909481,0,8
2015-08-11,51.752349853515625,53.418356095064574,51.15497659320054,51.52667326006891,3889100,-0.010658566356536392,-1.0,0.013317972654629487,0.026582297528554566,1,8
2015-08-12,50.90274810791016,51.978014775807885,50.504495942332255,51.659419120129535,3688800,-0.016416679590593453,-2.0,0.012867701300035745,-0.003943238742004973,2,8
2015-08-13,50.43812942504883,51.1549773480042,50.31202094777903,51.11515415139135,2917500,-0.009127575624726103,-1.0,0.013166756372051239,-0.009870391289610647,3,8
2015-08-14,50.72354507446289,50.93594391420569,49.85868179231443,50.4912346347423,2572800,0.005658727884391368,1.0,0.012806648810391574,-0.002408710803654679,4,8
2015-08-17,50.31203079223633,50.71691691698141,50.11954353096504,50.3518539966413,2260300,-0.00811288488654438,-1.0,0.011363453539563098,-0.022752726885478025,0,8
2015-08-18,49.907135009765625,50.41357425893101,49.82084466493543,50.25892008456985,2009700,-0.008047693088413022,-1.0,0.011103887278083997,-0.04139274204257315,1,8
2015-08-19,49.63500213623047,49.973514539740826,49.06417928481613,49.78102729319525,3025700,-0.005452784927083232,-1.0,0.011022618915382348,-0.0548050072261288,2,8
2015-08-20,49.283199310302734,49.62436512090863,48.97123750779772,49.1305353199755,2207000,-0.007087797134815443,-1.0,0.010999521015019047,-0.061248042360550814,3,8
2015-08-21,47.968994140625,49.28321544737634,47.9623603166023,48.65929163807151,5564500,-0.026666393173930936,-3.0,0.010365459789029573,-0.049174421984993555,4,8
2015-08-24,47.03975296020508,47.94908313336209,40.767340605511365,45.29409506297013,9844600,-0.019371704515958266,-2.0,0.011209071490739153,-0.0582485698800177,0,8
2015-08-25,46.60166549682617,48.05527271150306,46.46227926670445,47.484450018250335,4423400,-0.009313132740078833,-1.0,0.011778390062927727,-0.07250366393421348,1,8
2015-08-26,49.05752944946289,49.19027678665756,46.15031516342813,47.60392230644551,5356300,0.05269905971073019,5.0,0.011230709615280644,-0.09265971717426191,2,8
2015-08-27,49.90050506591797,49.9469671583895,48.53318771833731,48.56637203353795,5937800,0.01718340947689745,2.0,0.016497977679588553,-0.056307741371490194,3,8
