Date,Close,High,Low,Open,Volume,Daily Return,Daily Return(%),Monthly Volatility,Monthly Momentum,Day of week,Month_Number
2010-02-04,22.65489959716797,23.326438350297824,22.64856539747259,23.225074238194363,2221600,-0.03403547714216404,-3.0,0.013349133322058053,-0.06562317958665909,3,2
2010-02-05,22.350805282592773,22.629558378738217,22.034042158217204,22.61688756375789,3581400,-0.013422893942695246,-1.0,0.014956485977189952,-0.09422507374768485,4,2
2010-02-08,21.88200187683105,22.407827518704,21.88200187683105,22.38882250053732,3288500,-0.020974788148990564,-2.0,0.015066153085172753,-0.09931095505900811,0,2
2010-02-09,22.331806182861328,22.515529423667257,22.1480829420554,22.205100416212016,3799900,0.02055590290879805,2.0,0.015471883051200007,-0.11299433149950089,1,2
2010-02-10,22.6485652923584,22.78160523574342,22.22410383011732,22.78160523574342,4072300,0.014184213623534392,1.0,0.016082838582888,-0.1051025284261059,2,2
2010-02-11,22.528196334838867,22.7119171270698,22.14174490110261,22.64223126337452,3681300,-0.005314639402794419,-1.0,0.016599513812527146,-0.09240911151814102,3,2
2010-02-12,22.300127029418945,22.34447367864528,22.065722966835324,22.211433730966284,3627900,-0.010123726819053935,-1.0,0.01636235907946172,-0.08184838903388691,4,2
2010-02-16,22.7752742767334,22.806950112992496,22.30012948271272,22.52186275323781,2831800,0.021306930076569808,2.0,0.016039708365148148,-0.10112359464177911,1,2
2010-02-17,23.0286808013916,23.11103989979973,22.724588457320557,22.895640853993857,3446600,0.011126387396224624,1.0,0.016195271935782463,-0.05667761763442358,2,2
2010-02-18,23.301101684570312,23.624201522255557,22.96533344479413,23.022350921049668,3751100,0.011829634772750452,1.0,0.016319613378042,-0.034784778302848984,3,2
2010-02-19,23.48482131958008,23.611527071403124,23.123711497746683,23.28209308334769,3266400,0.007884590072040565,1.0,0.016545169724360945,-0.02698371584981496,4,2
2010-02-22,23.42780303955078,23.57985041980723,23.35178055777812,23.50382552132345,1511700,-0.0024278779579967047,-0.0,0.016575770319902233,-0.011202899509745512,0,2
2010-02-23,23.23141098022461,23.516498331936408,23.20607176195904,23.427805026228587,2043600,-0.008382862831594728,-1.0,0.016361287457114997,-0.001350377351970855,1,2
2010-02-24,23.36444854736328,23.55450593715575,23.26308444502657,23.377119362244223,1595500,0.00572662449353234,1.0,0.015838031910532846,0.010471363596881389,2,2
2010-02-25,23.19972801208496,23.21873544082945,22.90830654958236,22.93998237520906,2220700,-0.007050050205311131,-1.0,0.015764800350556853,0.007100106311268561,3,2
2010-02-26,23.19972801208496,23.446802835368068,23.136376360831555,23.250411266456155,3203000,0.0,0.0,0.015843062228860973,0.0019151424672421147,4,2
2010-03-01,23.871267318725582,23.9156139592204,23.17438946805508,23.20606529459271,2579200,0.028945999120800536,3.0,0.015453938041770135,0.017222213580437185,0,3
2010-03-02,23.85859680175781,24.093000821106905,23.801579346596068,24.004307539013237,2462700,-0.000530785265759004,-0.0,0.016558033104122388,0.05104559789559393,1,3
2010-03-03,23.966873168945312,24.05603999116677,23.8585974350952,23.87770634672386,1915900,0.004538253782784274,0.0,0.01606805538331544,0.06685539317468114,2,3
2010-03-04,23.890443801879883,24.06877988653808,23.769432025901757,23.96687459371075,1962600,-0.0031889586316358187,-0.0,0.015568854163411671,0.04998330878743262,3,3
2010-03-05,24.24075126647949,24.291702710156866,23.966880271572197,24.049676671249728,2528900,0.014663078991108636,1.0,0.014697587234959683,0.02085156262225296,4,3
2010-03-08,24.19616317749023,24.253485059085463,24.087887432426385,24.119732382287303,1187200,-0.001839385607281696,-0.0,0.014993513539482695,0.03358241030419218,0,3
2010-03-09,24.349018096923828,24.45729383393117,24.04330222770141,24.145207517442216,1701500,0.006317320573197227,1.0,0.012616353991223352,0.0680322406070133,1,3
2010-03-10,24.737533569335938,24.76937851785209,24.266220070609865,24.32354194978447,2359800,0.015956104302259133,2.0,0.012036848051603093,0.08940227383607069,2,3
2010-03-11,25.005033493041992,25.024142405415283,24.54009045218829,24.686579155776684,1954400,0.01081352443469319,1.0,0.010817945722425306,0.13049682147812813,3,3
2010-03-12,25.03687858581543,25.13241342050909,24.820329559050816,25.1005684756112,1525900,0.00127354729527962,0.0,0.010357710409217999,0.1197049306397906,4,3
2010-03-15,24.94134521484375,25.1515262572834,24.76937957001511,24.998667096453296,1828700,-0.0038157061250360114,-0.0,0.010195202205247797,0.10545097504533074,0,3
2010-03-16,24.99229621887207,25.05598611132284,24.833069058131485,24.95408082563341,1362800,0.0020428330384520965,0.0,0.010125603976953196,0.10711682569425474,1,3
2010-03-17,25.336227416992188,25.412658210641396,24.99229856402632,24.99229856402632,1739800,0.013761488544634437,1.0,0.009554625130937347,0.12072438806745533,2,3
2010-03-18,25.196104049682617,25.33622228375645,25.075089865729687,25.298009324287857,1416300,-0.00553055374043554,-1.0,0.009058906972027212,0.11244444783152363,3,3
2010-03-19,24.890396118164062,25.28527887876791,24.794858829972632,24.89039611816406,3042600,-0.012133142922244988,-1.0,0.009234765199283942,0.09411842853629904,4,3
2010-03-22,25.25979232788086,25.32348220935141,24.712050600626448,24.820326314662275,2090500,0.014840913256789268,1.0,0.009729322771210412,0.06820683653108817,0,3
2010-03-23,25.36170768737793,25.425397594190574,25.06873022865702,25.28527931327991,2064600,0.0040346871492122904,0.0,0.01001142391611626,0.07557949809994624,1,3
2010-03-24,25.317113876342773,25.48907946969793,25.215208609496734,25.29163695222796,3276900,-0.0017583126335515287,-0.0,0.009918250542293637,0.08254741789327547,2,3
2010-03-25,25.32986068725586,25.661053521071675,25.32986068725586,25.44450445394649,3067300,0.0005034859413812764,0.0,0.00961096039043825,0.08977943259208776,3,3
2010-03-26,25.355337142944336,25.559147739980663,25.304383278878277,25.387182093178644,2223000,0.0010057874381161902,0.0,0.009635565266018595,0.08411977436182116,4,3
2010-03-29,25.202482223510746,25.482721234213912,25.13879231231914,25.38718636742651,2006300,-0.006028510627638206,-1.0,0.009333562071633586,0.09291527597808469,0,3
2010-03-30,25.3999137878418,25.501819059193075,25.05598258592625,25.15788785727753,1996900,0.007833814248140891,1.0,0.009561735145014781,0.08632662462174268,1,3
2010-03-31,24.718429565429688,25.030513493649632,24.19616458261689,24.520986977443748,4734700,-0.026830178562980755,-3.0,0.007744184384651648,0.06403708897001392,2,3
2010-04-01,24.73116874694824,24.99866926458377,24.51461966759913,24.51461966759913,4259600,0.0005153717992008033,0.0,0.010107626877619411,0.03603869795094283,3,4
2010-04-05,24.99229621887207,25.138784915199768,24.699316396603013,24.699316396603013,2497900,0.0105586385583194,1.0,0.010089971876343978,0.031889665899064834,0,4
2010-04-06,25.094207763671875,25.20885154236916,24.616526162304627,24.954087049794257,2601000,0.004077718345977699,0.0,0.010212728178426514,0.04612105267401878,1,4
2010-04-07,24.77575302124023,25.08146895034744,24.763014553825656,25.075098501833036,2953400,-0.012690368447999423,-1.0,0.009820495912589449,0.03520751018853785,2,4
2010-04-08,24.95407485961914,25.06871858231246,24.571930737050128,24.75663235284441,2341200,0.007197433645146356,1.0,0.01029001333197742,0.023953791330403762,3,4
2010-04-09,25.12604522705078,25.29801084382886,24.807590921079576,25.00503103582906,3314000,0.00689147437438864,1.0,0.010313754627475516,0.024849329048375557,4,4
2010-04-12,24.99229621887207,25.221581289463035,24.941342361220524,25.18973634323765,1707100,-0.0053231221614898905,-1.0,0.009845248107007836,0.015705351409666557,0,4
2010-04-13,25.157901763916016,25.298022500584132,24.979568047876334,24.979568047876334,3978000,0.006626263693165324,1.0,0.009651522666363441,-0.0005093884066768029,1,4
2010-04-14,25.99224090576172,26.393491575444987,25.54003395212285,25.54003395212285,6443500,0.033164098885321014,3.0,0.00975638522592708,0.0048337965807427885,2,4
2010-04-15,26.240642547607425,26.78201404548096,26.227904080295616,26.57183540887171,6166200,0.009556761294507776,1.0,0.012048989601852012,0.04213468366944917,3,4
