Date,Close,High,Low,Open,Volume
2010-01-04,9.347490310668944,9.635815136042403,9.307125011096169,9.549317908404747,1835200
2010-01-05,9.33595848083496,9.39938919672782,9.232161364082332,9.341725109529214,1665600
2010-01-06,9.2725248336792,9.468585771072496,9.20332695282319,9.35325541970994,1889000
2010-01-07,9.341723442077637,9.468585951090985,9.12259599029704,9.249459599182153,1792000
2010-01-08,9.157196998596191,9.330192012851724,9.09376573167476,9.249461409485535,1099800
2010-01-11,9.220624923706056,9.3705539183848,9.203325593531057,9.278290090870431,1531200
2010-01-12,8.995734214782715,9.364789616456884,8.949602289573443,9.324424319382754,2410800
2010-01-13,9.258254051208496,9.310758416886811,8.954896297580378,9.001566721215474,1949500
2010-01-14,9.182415962219238,9.24075427939765,9.10657637242947,9.176582019230311,1234000
2010-01-15,9.071573257446287,9.182415385497071,9.007401001309432,9.112409743093096,1531600
2010-01-19,9.293254852294922,9.316590058350222,9.04823491053668,9.10657264749733,1855900
2010-01-20,9.199915885925291,9.22908448211839,9.019067585209417,9.217417154912212,1500100
2010-01-21,8.96073055267334,9.287424106171423,8.949063223810223,9.19408324984494,2653500
2010-01-22,8.733211517333984,9.071572367261204,8.709876305489187,9.00740011742151,1828500
2010-01-25,8.919892311096191,9.024901031968538,8.663205006731351,8.914058369635443,1979500
2010-01-26,8.861553192138672,8.95489457783846,8.715708007198993,8.838217984802533,2069400
2010-01-27,8.9840669631958,8.9840669631958,8.704044356924719,8.84405566006026,1789600
2010-01-28,9.007401466369627,9.124078099422436,8.879058060180212,8.984066251030152,2003200
2010-01-29,9.077404975891112,9.159077927172934,8.966562318643996,9.054069767474129,2573400
2010-02-01,9.188249588012695,9.25825523239681,9.08324084325882,9.141579158423284,1844100
2010-02-02,9.363262176513672,9.386597944562698,9.007400059096,9.007400059096,1547500
2010-02-03,9.164912223815918,9.299089538328673,9.001565758561833,9.293256153264624,1881500
2010-02-04,8.943230628967285,9.176582804950227,8.931563298345875,9.0657406604472,3858200
2010-02-05,9.22325325012207,9.22325325012207,8.873224450527687,8.960731372248562,4798600
2010-02-08,9.054070472717283,9.310757785298104,9.030734706127369,9.170746523890385,2499600
2010-02-09,8.803215026855469,9.217415354336014,8.744876733154749,9.217415354336014,4455200
2010-02-10,8.575699806213379,8.838221120987736,8.447355842144976,8.739046315528801,2427300
2010-02-11,8.77988338470459,8.7857173277139,8.441522479140502,8.546530671530974,2589100
2010-02-12,8.838215827941895,8.8965541102231,8.6106977510264,8.692370678593976,3174900
2010-02-16,9.194085121154783,9.205752452392602,8.820721063501141,8.949065045250128,2689100
2010-02-17,9.322425842285156,9.363262324304856,9.16491329995535,9.199916396226053,1880300
2010-02-18,9.479939460754396,9.5382777722858,9.205750286725378,9.31075902493976,1486300
2010-02-19,9.514941215515137,9.56744558027918,9.38076388898954,9.444936137636848,2532900
2010-02-22,9.614115715026855,9.66662007821767,9.444935854631373,9.567445293602866,2141700
2010-02-23,9.625784873962402,9.660787416490525,9.503275418758594,9.602449103803146,1853300
2010-02-24,9.74829387664795,9.759961761185952,9.602448658055057,9.637452311669062,1598700
2010-02-25,9.724958419799805,9.742460245166194,9.555777446056563,9.619949693022706,1633500
2010-02-26,9.800796508789062,9.888304514617058,9.614114840082305,9.70162173319978,2227700
2010-03-01,9.789128303527832,9.905803773004743,9.730790012434198,9.82413083309987,1512300
2010-03-02,9.765795707702637,9.824134017707312,9.7132913399695,9.806632190892696,1114300
2010-03-03,9.66078281402588,9.783293323575586,9.66078281402588,9.771625444054616,1133800
2010-03-04,9.637449264526367,9.748290794459676,9.6141135028286,9.6782857347871,1751500
2010-03-05,9.882472038269045,9.905806693961049,9.63745203359425,9.701623171280271,2811500
2010-03-08,9.987478256225586,10.0574833183879,9.771626903685917,9.835799137926704,1515500
2010-03-09,9.952473640441896,10.133322444238102,9.882468585116513,9.94663970037973,3724300
2010-03-10,9.917478561401367,10.06915777880696,9.859140229674429,9.999151558192406,3167300
2010-03-11,10.069153785705566,10.086655612096328,9.8299677219186,9.847468435598676,1495000
2010-03-12,10.098323822021484,10.17416396780654,9.99914901710238,10.115825650905157,1327200
2010-03-15,10.045816421508787,10.156659078956006,9.859134753835905,10.086654009933929,1231800
2010-03-16,10.38417625427246,10.407512016911337,10.045815484981617,10.086653069599649,1674400
