Unnamed: 0,Date,Close,High,Low,Open,Volume
2,2010-01-06,15.629823684692385,15.794568925442505,15.590884563849809,15.734661908273903,25866013.0
3,2010-01-07,15.63581371307373,15.752632318280364,15.575906703787036,15.632818299706974,22507303.0
4,2010-01-08,15.752636909484863,15.76761398068381,15.584896228154284,15.605864127832811,22548260.0
5,2010-01-11,15.704704284667969,15.791569999444098,15.557931570819823,15.74963421945992,22335767.0
6,2010-01-12,15.566929817199709,15.743655537880082,15.513012344201334,15.584901050149956,27153743.0
7,2010-01-13,15.641804695129396,15.69871629161446,15.47106864762573,15.63581386833639,25957837.0
8,2010-01-14,15.728672981262209,15.857474530493825,15.61484976069336,15.644802643872586,35483689.0
9,2010-01-15,15.716689109802246,15.830512305218852,15.593878415954494,15.75263281328436,29408371.0
10,2010-01-19,15.80056095123291,15.812541348182409,15.605861573610806,15.605861573610806,25052594.0
11,2010-01-20,15.638811111450195,15.704710219184516,15.423145078465833,15.653788181389814,30609341.0
12,2010-01-21,15.363238334655762,15.716692159429387,15.243423031020235,15.698719675176749,40706392.0
13,2010-01-22,14.764161109924316,15.33627626074692,14.752180714419652,15.279364664418026,44600189.0
14,2010-01-25,14.994807243347168,15.10264088940242,14.800109107305602,14.842044903346036,29677235.0
15,2010-01-26,14.898953437805176,15.12660108091644,14.851028081694343,15.006787061615126,34636139.0
16,2010-01-27,14.812091827392578,14.90794382432212,14.530526665040096,14.90794382432212,39655818.0
17,2010-01-28,14.314857482910156,14.806097758881364,14.23098716120657,14.797111518193637,58488863.0
18,2010-01-29,14.099190711975098,14.512551470834747,14.01831580824274,14.48858816364043,51719475.0
19,2010-02-01,14.32683563232422,14.347803522132782,14.1381271401436,14.18904915825011,34662122.0
20,2010-02-02,14.554494857788086,14.623388149849594,14.371777045331983,14.467629074393344,38453746.0
21,2010-02-03,14.596421241760254,14.644346596307033,14.455638075310288,14.518540496293062,25012958.0
22,2010-02-04,14.087210655212402,14.593428028783071,14.07223358651825,14.434672358673671,47682328.0
23,2010-02-05,14.174073219299316,14.224993983399909,13.91647146963212,14.051263799625048,43448323.0
24,2010-02-08,14.254953384399414,14.41670323375422,14.09320353504461,14.12315641874626,38791313.0
25,2010-02-09,14.413708686828612,14.6293747462617,14.33582917164037,14.407717858118064,38803644.0
26,2010-02-10,14.383747100830078,14.593423481110625,14.302872213132886,14.5365106378083,30548346.0
27,2010-02-11,14.563470840454102,14.63236408396596,14.323841565694083,14.377757743649376,28307591.0
28,2010-02-12,14.515548706054688,14.560479916577412,14.263938959322353,14.47660958165039,34720916.0
29,2010-02-16,14.80910301208496,14.8570284028808,14.614403517250048,14.65933475054243,32341435.0
30,2010-02-17,15.012779235839844,15.051719616602464,14.886974367934888,14.907942265268607,51705823.0
31,2010-02-18,15.219459533691406,15.264389482014211,14.93789441457634,15.09065925819056,51696134.0
32,2010-02-19,15.21346950531006,15.27637193948558,15.036742600396565,15.102640448487524,36685981.0
33,2010-02-22,15.144575119018556,15.24342125479263,15.054713966275097,15.189505066365989,27387815.0
34,2010-02-23,15.012779235839844,15.19849238184114,14.970844699221086,15.08766332541159,26555019.0
35,2010-02-24,15.21346950531006,15.27637193948558,14.98282640796736,14.988817235798235,33065232.0
36,2010-02-25,15.25240993499756,15.264391591685907,14.955868964156092,15.036743888753657,28263110.0
37,2010-02-26,15.21346950531006,15.27337652557014,15.159552054832169,15.252408628162073,24262076.0
38,2010-03-01,15.43812084197998,15.474064548744671,15.180520293012425,15.180520293012425,31158961.0
39,2010-03-02,15.312318801879885,15.498030713479038,15.255407188490532,15.444114514375908,33058846.0
40,2010-03-03,15.306331634521484,15.381215751540145,15.276377484494365,15.309327049524198,25219506.0
41,2010-03-04,15.4291353225708,15.447107805818227,15.2883533865633,15.31531211143444,17791279.0
42,2010-03-05,15.584890365600586,15.650789454086755,15.47406133846764,15.492033817145687,34019138.0
43,2010-03-08,15.495035171508787,15.569919269998394,15.450105215634556,15.471073115465318,28370128.0
44,2010-03-09,15.539965629577637,15.64480260753458,15.417154908876867,15.450104464151137,22527781.0
45,2010-03-10,15.510007858276367,15.60286441608548,15.459087088273906,15.533971165594457,25738077.0
46,2010-03-11,15.581899642944336,15.584895056959022,15.390195662101878,15.49802930858185,21071599.0
47,2010-03-12,15.683734893798828,15.704702781784365,15.52198513114949,15.596869187335434,25892437.0
48,2010-03-15,15.725738525390623,15.728738522380368,15.57274119886083,15.647739863630855,22631055.0
49,2010-03-16,15.704736709594728,15.73773667262213,15.626738056957889,15.689736726400453,24895812.0
50,2010-03-17,15.668743133544922,15.824741762347529,15.653743144239488,15.722743095044482,31279630.0
51,2010-03-18,15.81874179840088,15.848741779461529,15.632745695746875,15.665745674913587,31112939.0
52,2010-03-19,15.746745109558104,15.884742509024536,15.662745158610113,15.746745109558104,46066501.0
53,2010-03-22,15.884737968444824,15.911736684986584,15.638741962336155,15.638741962336155,34552022.0
54,2010-03-23,15.944737434387209,15.947737431924214,15.812740062706425,15.902737468869104,21254805.0
55,2010-03-24,15.917733192443848,15.965733140177532,15.836734540616687,15.89073448181708,33297543.0
56,2010-03-25,16.049734115600586,16.136732773507372,15.950735469020644,16.001734160907954,37032355.0
57,2010-03-26,16.025732040405273,16.10673069337235,15.971733358418373,16.073730728841028,31326313.0
58,2010-03-29,15.890740394592283,16.088736472745673,15.869740409644928,16.0257377778775,22537250.0
59,2010-03-30,15.977733612060549,16.01073231715559,15.878734976828488,15.878734976828488,22335326.0
60,2010-03-31,15.944737434387209,16.01673611530161,15.845738775639736,15.866738758398787,28308472.0
61,2010-04-01,15.9717435836792,16.124740997237012,15.878744884071178,16.016742304147982,23526168.0
62,2010-04-05,16.160728454589844,16.18472716558259,15.956731221325208,15.983729928688708,21758623.0
63,2010-04-06,16.157730102539062,16.190730068548966,16.007732776986504,16.10373141813272,21325269.0
64,2010-04-07,15.986740112304688,16.15173748488692,15.88774143676055,16.121737504426886,26592893.0
65,2010-04-08,16.088735580444336,16.1247355526432,15.830740819581106,15.950738206963004,19832974.0
66,2010-04-09,16.160728454589844,16.160728454589844,16.01972988513774,16.09172853806253,16474483.0
67,2010-04-12,16.16373062133789,16.199730585427023,16.13073191422973,16.136731908244588,18616369.0
