File,Line,Column,Type,Value
AEP,3553,High,Spike,78.64120584265245
AEP,3560,High,Spike,81.03886030957476
AEP,3581,High,Spike,81.68400709796637
AEP,3597,High,Spike,81.59733654187791
AEP,3604,High,Spike,85.02531958994066
AEP,3624,High,Spike,85.52884571490165
AEP,3626,High,Spike,87.82361915227222
AEP,3653,High,Spike,88.46538385034734
AEP,3657,High,Spike,91.5769346832114
AEP,3663,High,Spike,94.630137048287
AEP,3668,High,Spike,98.56820698817936
AEP,3669,High,Spike,101.4658339469814
AEP,3671,High,Spike,96.6720986565078
AEP,3702,High,Spike,100.9032804465814
AEP,3713,High,Spike,98.9409385899228
AEP,3720,High,Spike,98.71527889031384
AEP,3728,High,Spike,98.01864655897688
AEP,3735,High,Spike,98.58772677436892
AEP,3737,High,Spike,95.08495577498512
AEP,3740,High,Spike,93.86199040961654
AEP,3743,High,Spike,95.54623474149408
AEP,3755,High,Spike,96.43788877398308
AEP,5,Date,Gap,2010-01-11 00:00:00
AEP,10,Date,Gap,2010-01-19 00:00:00
AEP,14,Date,Gap,2010-01-25 00:00:00
AEP,19,Date,Gap,2010-02-01 00:00:00
AEP,24,Date,Gap,2010-02-08 00:00:00
AEP,29,Date,Gap,2010-02-16 00:00:00
AEP,33,Date,Gap,2010-02-22 00:00:00
AEP,38,Date,Gap,2010-03-01 00:00:00
AEP,43,Date,Gap,2010-03-08 00:00:00
AEP,48,Date,Gap,2010-03-15 00:00:00
AEP,53,Date,Gap,2010-03-22 00:00:00
AEP,58,Date,Gap,2010-03-29 00:00:00
AEP,62,Date,Gap,2010-04-05 00:00:00
AEP,67,Date,Gap,2010-04-12 00:00:00
AEP,72,Date,Gap,2010-04-19 00:00:00
AEP,77,Date,Gap,2010-04-26 00:00:00
AEP,82,Date,Gap,2010-05-03 00:00:00
AEP,87,Date,Gap,2010-05-10 00:00:00
AEP,92,Date,Gap,2010-05-17 00:00:00
AEP,97,Date,Gap,2010-05-24 00:00:00
AEP,102,Date,Gap,2010-06-01 00:00:00
AEP,106,Date,Gap,2010-06-07 00:00:00
AEP,111,Date,Gap,2010-06-14 00:00:00
AEP,116,Date,Gap,2010-06-21 00:00:00
AEP,121,Date,Gap,2010-06-28 00:00:00
AEP,126,Date,Gap,2010-07-06 00:00:00
AEP,130,Date,Gap,2010-07-12 00:00:00
AEP,135,Date,Gap,2010-07-19 00:00:00
AEP,140,Date,Gap,2010-07-26 00:00:00
AEP,145,Date,Gap,2010-08-02 00:00:00
AEP,150,Date,Gap,2010-08-09 00:00:00
AEP,155,Date,Gap,2010-08-16 00:00:00
AEP,160,Date,Gap,2010-08-23 00:00:00
AEP,165,Date,Gap,2010-08-30 00:00:00
AEP,170,Date,Gap,2010-09-07 00:00:00
AEP,174,Date,Gap,2010-09-13 00:00:00
AEP,179,Date,Gap,2010-09-20 00:00:00
AEP,184,Date,Gap,2010-09-27 00:00:00
AEP,189,Date,Gap,2010-10-04 00:00:00
AEP,194,Date,Gap,2010-10-11 00:00:00
AEP,199,Date,Gap,2010-10-18 00:00:00
AEP,204,Date,Gap,2010-10-25 00:00:00
AEP,209,Date,Gap,2010-11-01 00:00:00
AEP,214,Date,Gap,2010-11-08 00:00:00
AEP,219,Date,Gap,2010-11-15 00:00:00
AEP,224,Date,Gap,2010-11-22 00:00:00
AEP,227,Date,Gap,2010-11-26 00:00:00
AEP,228,Date,Gap,2010-11-29 00:00:00
AEP,233,Date,Gap,2010-12-06 00:00:00
AEP,238,Date,Gap,2010-12-13 00:00:00
AEP,243,Date,Gap,2010-12-20 00:00:00
AEP,247,Date,Gap,2010-12-27 00:00:00
AEP,252,Date,Gap,2011-01-03 00:00:00
AEP,257,Date,Gap,2011-01-10 00:00:00
AEP,262,Date,Gap,2011-01-18 00:00:00
AEP,266,Date,Gap,2011-01-24 00:00:00
AEP,271,Date,Gap,2011-01-31 00:00:00
AEP,276,Date,Gap,2011-02-07 00:00:00
AEP,281,Date,Gap,2011-02-14 00:00:00
AEP,286,Date,Gap,2011-02-22 00:00:00
AEP,290,Date,Gap,2011-02-28 00:00:00
AEP,295,Date,Gap,2011-03-07 00:00:00
AEP,300,Date,Gap,2011-03-14 00:00:00
AEP,305,Date,Gap,2011-03-21 00:00:00
AEP,310,Date,Gap,2011-03-28 00:00:00
AEP,315,Date,Gap,2011-04-04 00:00:00
AEP,320,Date,Gap,2011-04-11 00:00:00
AEP,325,Date,Gap,2011-04-18 00:00:00
AEP,329,Date,Gap,2011-04-25 00:00:00
AEP,334,Date,Gap,2011-05-02 00:00:00
AEP,339,Date,Gap,2011-05-09 00:00:00
AEP,344,Date,Gap,2011-05-16 00:00:00
AEP,349,Date,Gap,2011-05-23 00:00:00
AEP,354,Date,Gap,2011-05-31 00:00:00
AEP,358,Date,Gap,2011-06-06 00:00:00
AEP,363,Date,Gap,2011-06-13 00:00:00
AEP,368,Date,Gap,2011-06-20 00:00:00
AEP,373,Date,Gap,2011-06-27 00:00:00
AEP,378,Date,Gap,2011-07-05 00:00:00
AEP,382,Date,Gap,2011-07-11 00:00:00
AEP,387,Date,Gap,2011-07-18 00:00:00
AEP,392,Date,Gap,2011-07-25 00:00:00
AEP,397,Date,Gap,2011-08-01 00:00:00
AEP,402,Date,Gap,2011-08-08 00:00:00
AEP,407,Date,Gap,2011-08-15 00:00:00
AEP,412,Date,Gap,2011-08-22 00:00:00
AEP,417,Date,Gap,2011-08-29 00:00:00
AEP,422,Date,Gap,2011-09-06 00:00:00
AEP,426,Date,Gap,2011-09-12 00:00:00
AEP,431,Date,Gap,2011-09-19 00:00:00
AEP,436,Date,Gap,2011-09-26 00:00:00
AEP,441,Date,Gap,2011-10-03 00:00:00
AEP,446,Date,Gap,2011-10-10 00:00:00
AEP,451,Date,Gap,2011-10-17 00:00:00
AEP,456,Date,Gap,2011-10-24 00:00:00
AEP,461,Date,Gap,2011-10-31 00:00:00
AEP,466,Date,Gap,2011-11-07 00:00:00
AEP,471,Date,Gap,2011-11-14 00:00:00
AEP,476,Date,Gap,2011-11-21 00:00:00
AEP,479,Date,Gap,2011-11-25 00:00:00
AEP,480,Date,Gap,2011-11-28 00:00:00
AEP,485,Date,Gap,2011-12-05 00:00:00
AEP,490,Date,Gap,2011-12-12 00:00:00
AEP,495,Date,Gap,2011-12-19 00:00:00
AEP,500,Date,Gap,2011-12-27 00:00:00
AEP,504,Date,Gap,2012-01-03 00:00:00
AEP,508,Date,Gap,2012-01-09 00:00:00
AEP,513,Date,Gap,2012-01-17 00:00:00
AEP,517,Date,Gap,2012-01-23 00:00:00
AEP,522,Date,Gap,2012-01-30 00:00:00
AEP,527,Date,Gap,2012-02-06 00:00:00
AEP,532,Date,Gap,2012-02-13 00:00:00
AEP,537,Date,Gap,2012-02-21 00:00:00
AEP,541,Date,Gap,2012-02-27 00:00:00
AEP,546,Date,Gap,2012-03-05 00:00:00
AEP,551,Date,Gap,2012-03-12 00:00:00
AEP,556,Date,Gap,2012-03-19 00:00:00
AEP,561,Date,Gap,2012-03-26 00:00:00
AEP,566,Date,Gap,2012-04-02 00:00:00
AEP,570,Date,Gap,2012-04-09 00:00:00
AEP,575,Date,Gap,2012-04-16 00:00:00
AEP,580,Date,Gap,2012-04-23 00:00:00
AEP,585,Date,Gap,2012-04-30 00:00:00
AEP,590,Date,Gap,2012-05-07 00:00:00
AEP,595,Date,Gap,2012-05-14 00:00:00
AEP,600,Date,Gap,2012-05-21 00:00:00
AEP,605,Date,Gap,2012-05-29 00:00:00
AEP,609,Date,Gap,2012-06-04 00:00:00
AEP,614,Date,Gap,2012-06-11 00:00:00
AEP,619,Date,Gap,2012-06-18 00:00:00
AEP,624,Date,Gap,2012-06-25 00:00:00
AEP,629,Date,Gap,2012-07-02 00:00:00
AEP,631,Date,Gap,2012-07-05 00:00:00
AEP,633,Date,Gap,2012-07-09 00:00:00
AEP,638,Date,Gap,2012-07-16 00:00:00
AEP,643,Date,Gap,2012-07-23 00:00:00
AEP,648,Date,Gap,2012-07-30 00:00:00
AEP,653,Date,Gap,2012-08-06 00:00:00
AEP,658,Date,Gap,2012-08-13 00:00:00
AEP,663,Date,Gap,2012-08-20 00:00:00
AEP,668,Date,Gap,2012-08-27 00:00:00
AEP,673,Date,Gap,2012-09-04 00:00:00
AEP,677,Date,Gap,2012-09-10 00:00:00
AEP,682,Date,Gap,2012-09-17 00:00:00
AEP,687,Date,Gap,2012-09-24 00:00:00
AEP,692,Date,Gap,2012-10-01 00:00:00
AEP,697,Date,Gap,2012-10-08 00:00:00
AEP,702,Date,Gap,2012-10-15 00:00:00
AEP,707,Date,Gap,2012-10-22 00:00:00
AEP,712,Date,Gap,2012-10-31 00:00:00
AEP,715,Date,Gap,2012-11-05 00:00:00
AEP,720,Date,Gap,2012-11-12 00:00:00
AEP,725,Date,Gap,2012-11-19 00:00:00
AEP,728,Date,Gap,2012-11-23 00:00:00
AEP,729,Date,Gap,2012-11-26 00:00:00
AEP,734,Date,Gap,2012-12-03 00:00:00
AEP,739,Date,Gap,2012-12-10 00:00:00
AEP,744,Date,Gap,2012-12-17 00:00:00
AEP,749,Date,Gap,2012-12-24 00:00:00
AEP,750,Date,Gap,2012-12-26 00:00:00
AEP,753,Date,Gap,2012-12-31 00:00:00
AEP,754,Date,Gap,2013-01-02 00:00:00
AEP,757,Date,Gap,2013-01-07 00:00:00
AEP,762,Date,Gap,2013-01-14 00:00:00
AEP,767,Date,Gap,2013-01-22 00:00:00
AEP,771,Date,Gap,2013-01-28 00:00:00
AEP,776,Date,Gap,2013-02-04 00:00:00
AEP,781,Date,Gap,2013-02-11 00:00:00
AEP,786,Date,Gap,2013-02-19 00:00:00
AEP,790,Date,Gap,2013-02-25 00:00:00
AEP,795,Date,Gap,2013-03-04 00:00:00
AEP,800,Date,Gap,2013-03-11 00:00:00
AEP,805,Date,Gap,2013-03-18 00:00:00
AEP,810,Date,Gap,2013-03-25 00:00:00
AEP,814,Date,Gap,2013-04-01 00:00:00
AEP,819,Date,Gap,2013-04-08 00:00:00
AEP,824,Date,Gap,2013-04-15 00:00:00
AEP,829,Date,Gap,2013-04-22 00:00:00
AEP,834,Date,Gap,2013-04-29 00:00:00
AEP,839,Date,Gap,2013-05-06 00:00:00
AEP,844,Date,Gap,2013-05-13 00:00:00
AEP,849,Date,Gap,2013-05-20 00:00:00
AEP,854,Date,Gap,2013-05-28 00:00:00
AEP,858,Date,Gap,2013-06-03 00:00:00
AEP,863,Date,Gap,2013-06-10 00:00:00
AEP,868,Date,Gap,2013-06-17 00:00:00
AEP,873,Date,Gap,2013-06-24 00:00:00
AEP,878,Date,Gap,2013-07-01 00:00:00
AEP,881,Date,Gap,2013-07-05 00:00:00
AEP,882,Date,Gap,2013-07-08 00:00:00
AEP,887,Date,Gap,2013-07-15 00:00:00
AEP,892,Date,Gap,2013-07-22 00:00:00
AEP,897,Date,Gap,2013-07-29 00:00:00
AEP,902,Date,Gap,2013-08-05 00:00:00
AEP,907,Date,Gap,2013-08-12 00:00:00
AEP,912,Date,Gap,2013-08-19 00:00:00
AEP,917,Date,Gap,2013-08-26 00:00:00
AEP,922,Date,Gap,2013-09-03 00:00:00
AEP,926,Date,Gap,2013-09-09 00:00:00
AEP,931,Date,Gap,2013-09-16 00:00:00
AEP,936,Date,Gap,2013-09-23 00:00:00
AEP,941,Date,Gap,2013-09-30 00:00:00
AEP,946,Date,Gap,2013-10-07 00:00:00
AEP,951,Date,Gap,2013-10-14 00:00:00
AEP,956,Date,Gap,2013-10-21 00:00:00
AEP,961,Date,Gap,2013-10-28 00:00:00
AEP,966,Date,Gap,2013-11-04 00:00:00
AEP,971,Date,Gap,2013-11-11 00:00:00
AEP,976,Date,Gap,2013-11-18 00:00:00
AEP,981,Date,Gap,2013-11-25 00:00:00
AEP,984,Date,Gap,2013-11-29 00:00:00
AEP,985,Date,Gap,2013-12-02 00:00:00
AEP,990,Date,Gap,2013-12-09 00:00:00
AEP,995,Date,Gap,2013-12-16 00:00:00
AEP,1000,Date,Gap,2013-12-23 00:00:00
AEP,1002,Date,Gap,2013-12-26 00:00:00
AEP,1004,Date,Gap,2013-12-30 00:00:00
AEP,1006,Date,Gap,2014-01-02 00:00:00
AEP,1008,Date,Gap,2014-01-06 00:00:00
AEP,1013,Date,Gap,2014-01-13 00:00:00
AEP,1018,Date,Gap,2014-01-21 00:00:00
AEP,1022,Date,Gap,2014-01-27 00:00:00
AEP,1027,Date,Gap,2014-02-03 00:00:00
AEP,1032,Date,Gap,2014-02-10 00:00:00
AEP,1037,Date,Gap,2014-02-18 00:00:00
AEP,1041,Date,Gap,2014-02-24 00:00:00
AEP,1046,Date,Gap,2014-03-03 00:00:00
AEP,1051,Date,Gap,2014-03-10 00:00:00
AEP,1056,Date,Gap,2014-03-17 00:00:00
AEP,1061,Date,Gap,2014-03-24 00:00:00
AEP,1066,Date,Gap,2014-03-31 00:00:00
AEP,1071,Date,Gap,2014-04-07 00:00:00
AEP,1076,Date,Gap,2014-04-14 00:00:00
AEP,1080,Date,Gap,2014-04-21 00:00:00
AEP,1085,Date,Gap,2014-04-28 00:00:00
AEP,1090,Date,Gap,2014-05-05 00:00:00
AEP,1095,Date,Gap,2014-05-12 00:00:00
AEP,1100,Date,Gap,2014-05-19 00:00:00
AEP,1105,Date,Gap,2014-05-27 00:00:00
AEP,1109,Date,Gap,2014-06-02 00:00:00
AEP,1114,Date,Gap,2014-06-09 00:00:00
AEP,1119,Date,Gap,2014-06-16 00:00:00
AEP,1124,Date,Gap,2014-06-23 00:00:00
AEP,1129,Date,Gap,2014-06-30 00:00:00
AEP,1133,Date,Gap,2014-07-07 00:00:00
AEP,1138,Date,Gap,2014-07-14 00:00:00
AEP,1143,Date,Gap,2014-07-21 00:00:00
AEP,1148,Date,Gap,2014-07-28 00:00:00
AEP,1153,Date,Gap,2014-08-04 00:00:00
AEP,1158,Date,Gap,2014-08-11 00:00:00
AEP,1163,Date,Gap,2014-08-18 00:00:00
AEP,1168,Date,Gap,2014-08-25 00:00:00
AEP,1173,Date,Gap,2014-09-02 00:00:00
AEP,1177,Date,Gap,2014-09-08 00:00:00
AEP,1182,Date,Gap,2014-09-15 00:00:00
AEP,1187,Date,Gap,2014-09-22 00:00:00
AEP,1192,Date,Gap,2014-09-29 00:00:00
AEP,1197,Date,Gap,2014-10-06 00:00:00
AEP,1202,Date,Gap,2014-10-13 00:00:00
AEP,1207,Date,Gap,2014-10-20 00:00:00
AEP,1212,Date,Gap,2014-10-27 00:00:00
AEP,1217,Date,Gap,2014-11-03 00:00:00
AEP,1222,Date,Gap,2014-11-10 00:00:00
AEP,1227,Date,Gap,2014-11-17 00:00:00
AEP,1232,Date,Gap,2014-11-24 00:00:00
AEP,1235,Date,Gap,2014-11-28 00:00:00
AEP,1236,Date,Gap,2014-12-01 00:00:00
AEP,1241,Date,Gap,2014-12-08 00:00:00
AEP,1246,Date,Gap,2014-12-15 00:00:00
AEP,1251,Date,Gap,2014-12-22 00:00:00
AEP,1254,Date,Gap,2014-12-26 00:00:00
AEP,1255,Date,Gap,2014-12-29 00:00:00
AEP,1258,Date,Gap,2015-01-02 00:00:00
AEP,1259,Date,Gap,2015-01-05 00:00:00
AEP,1264,Date,Gap,2015-01-12 00:00:00
AEP,1269,Date,Gap,2015-01-20 00:00:00
AEP,1273,Date,Gap,2015-01-26 00:00:00
AEP,1278,Date,Gap,2015-02-02 00:00:00
AEP,1283,Date,Gap,2015-02-09 00:00:00
AEP,1288,Date,Gap,2015-02-17 00:00:00
AEP,1292,Date,Gap,2015-02-23 00:00:00
AEP,1297,Date,Gap,2015-03-02 00:00:00
AEP,1302,Date,Gap,2015-03-09 00:00:00
AEP,1307,Date,Gap,2015-03-16 00:00:00
AEP,1312,Date,Gap,2015-03-23 00:00:00
AEP,1317,Date,Gap,2015-03-30 00:00:00
AEP,1321,Date,Gap,2015-04-06 00:00:00
AEP,1326,Date,Gap,2015-04-13 00:00:00
AEP,1331,Date,Gap,2015-04-20 00:00:00
AEP,1336,Date,Gap,2015-04-27 00:00:00
AEP,1341,Date,Gap,2015-05-04 00:00:00
AEP,1346,Date,Gap,2015-05-11 00:00:00
AEP,1351,Date,Gap,2015-05-18 00:00:00
AEP,1356,Date,Gap,2015-05-26 00:00:00
AEP,1360,Date,Gap,2015-06-01 00:00:00
AEP,1365,Date,Gap,2015-06-08 00:00:00
AEP,1370,Date,Gap,2015-06-15 00:00:00
AEP,1375,Date,Gap,2015-06-22 00:00:00
AEP,1380,Date,Gap,2015-06-29 00:00:00
AEP,1384,Date,Gap,2015-07-06 00:00:00
AEP,1389,Date,Gap,2015-07-13 00:00:00
AEP,1394,Date,Gap,2015-07-20 00:00:00
AEP,1399,Date,Gap,2015-07-27 00:00:00
AEP,1404,Date,Gap,2015-08-03 00:00:00
AEP,1409,Date,Gap,2015-08-10 00:00:00
AEP,1414,Date,Gap,2015-08-17 00:00:00
AEP,1419,Date,Gap,2015-08-24 00:00:00
AEP,1424,Date,Gap,2015-08-31 00:00:00
AEP,1429,Date,Gap,2015-09-08 00:00:00
AEP,1433,Date,Gap,2015-09-14 00:00:00
AEP,1438,Date,Gap,2015-09-21 00:00:00
AEP,1443,Date,Gap,2015-09-28 00:00:00
AEP,1448,Date,Gap,2015-10-05 00:00:00
AEP,1453,Date,Gap,2015-10-12 00:00:00
AEP,1458,Date,Gap,2015-10-19 00:00:00
AEP,1463,Date,Gap,2015-10-26 00:00:00
AEP,1468,Date,Gap,2015-11-02 00:00:00
AEP,1473,Date,Gap,2015-11-09 00:00:00
AEP,1478,Date,Gap,2015-11-16 00:00:00
AEP,1483,Date,Gap,2015-11-23 00:00:00
AEP,1486,Date,Gap,2015-11-27 00:00:00
AEP,1487,Date,Gap,2015-11-30 00:00:00
AEP,1492,Date,Gap,2015-12-07 00:00:00
AEP,1497,Date,Gap,2015-12-14 00:00:00
AEP,1502,Date,Gap,2015-12-21 00:00:00
AEP,1506,Date,Gap,2015-12-28 00:00:00
AEP,1510,Date,Gap,2016-01-04 00:00:00
AEP,1515,Date,Gap,2016-01-11 00:00:00
AEP,1520,Date,Gap,2016-01-19 00:00:00
AEP,1524,Date,Gap,2016-01-25 00:00:00
AEP,1529,Date,Gap,2016-02-01 00:00:00
AEP,1534,Date,Gap,2016-02-08 00:00:00
AEP,1539,Date,Gap,2016-02-16 00:00:00
AEP,1543,Date,Gap,2016-02-22 00:00:00
AEP,1548,Date,Gap,2016-02-29 00:00:00
AEP,1553,Date,Gap,2016-03-07 00:00:00
AEP,1558,Date,Gap,2016-03-14 00:00:00
AEP,1563,Date,Gap,2016-03-21 00:00:00
AEP,1567,Date,Gap,2016-03-28 00:00:00
AEP,1572,Date,Gap,2016-04-04 00:00:00
AEP,1577,Date,Gap,2016-04-11 00:00:00
AEP,1582,Date,Gap,2016-04-18 00:00:00
AEP,1587,Date,Gap,2016-04-25 00:00:00
AEP,1592,Date,Gap,2016-05-02 00:00:00
AEP,1597,Date,Gap,2016-05-09 00:00:00
AEP,1602,Date,Gap,2016-05-16 00:00:00
AEP,1607,Date,Gap,2016-05-23 00:00:00
AEP,1612,Date,Gap,2016-05-31 00:00:00
AEP,1616,Date,Gap,2016-06-06 00:00:00
AEP,1621,Date,Gap,2016-06-13 00:00:00
AEP,1626,Date,Gap,2016-06-20 00:00:00
AEP,1631,Date,Gap,2016-06-27 00:00:00
AEP,1636,Date,Gap,2016-07-05 00:00:00
AEP,1640,Date,Gap,2016-07-11 00:00:00
AEP,1645,Date,Gap,2016-07-18 00:00:00
AEP,1650,Date,Gap,2016-07-25 00:00:00
AEP,1655,Date,Gap,2016-08-01 00:00:00
AEP,1660,Date,Gap,2016-08-08 00:00:00
AEP,1665,Date,Gap,2016-08-15 00:00:00
AEP,1670,Date,Gap,2016-08-22 00:00:00
AEP,1675,Date,Gap,2016-08-29 00:00:00
AEP,1680,Date,Gap,2016-09-06 00:00:00
AEP,1684,Date,Gap,2016-09-12 00:00:00
AEP,1689,Date,Gap,2016-09-19 00:00:00
AEP,1694,Date,Gap,2016-09-26 00:00:00
AEP,1699,Date,Gap,2016-10-03 00:00:00
AEP,1704,Date,Gap,2016-10-10 00:00:00
AEP,1709,Date,Gap,2016-10-17 00:00:00
AEP,1714,Date,Gap,2016-10-24 00:00:00
AEP,1719,Date,Gap,2016-10-31 00:00:00
AEP,1724,Date,Gap,2016-11-07 00:00:00
AEP,1729,Date,Gap,2016-11-14 00:00:00
AEP,1734,Date,Gap,2016-11-21 00:00:00
AEP,1737,Date,Gap,2016-11-25 00:00:00
AEP,1738,Date,Gap,2016-11-28 00:00:00
AEP,1743,Date,Gap,2016-12-05 00:00:00
AEP,1748,Date,Gap,2016-12-12 00:00:00
AEP,1753,Date,Gap,2016-12-19 00:00:00
AEP,1758,Date,Gap,2016-12-27 00:00:00
AEP,1762,Date,Gap,2017-01-03 00:00:00
AEP,1766,Date,Gap,2017-01-09 00:00:00
AEP,1771,Date,Gap,2017-01-17 00:00:00
AEP,1775,Date,Gap,2017-01-23 00:00:00
AEP,1780,Date,Gap,2017-01-30 00:00:00
AEP,1785,Date,Gap,2017-02-06 00:00:00
AEP,1790,Date,Gap,2017-02-13 00:00:00
AEP,1795,Date,Gap,2017-02-21 00:00:00
AEP,1799,Date,Gap,2017-02-27 00:00:00
AEP,1804,Date,Gap,2017-03-06 00:00:00
AEP,1809,Date,Gap,2017-03-13 00:00:00
AEP,1814,Date,Gap,2017-03-20 00:00:00
AEP,1819,Date,Gap,2017-03-27 00:00:00
AEP,1824,Date,Gap,2017-04-03 00:00:00
AEP,1829,Date,Gap,2017-04-10 00:00:00
AEP,1833,Date,Gap,2017-04-17 00:00:00
AEP,1838,Date,Gap,2017-04-24 00:00:00
AEP,1843,Date,Gap,2017-05-01 00:00:00
AEP,1848,Date,Gap,2017-05-08 00:00:00
AEP,1853,Date,Gap,2017-05-15 00:00:00
AEP,1858,Date,Gap,2017-05-22 00:00:00
AEP,1863,Date,Gap,2017-05-30 00:00:00
AEP,1867,Date,Gap,2017-06-05 00:00:00
AEP,1872,Date,Gap,2017-06-12 00:00:00
AEP,1877,Date,Gap,2017-06-19 00:00:00
AEP,1882,Date,Gap,2017-06-26 00:00:00
AEP,1887,Date,Gap,2017-07-03 00:00:00
AEP,1888,Date,Gap,2017-07-05 00:00:00
AEP,1891,Date,Gap,2017-07-10 00:00:00
AEP,1896,Date,Gap,2017-07-17 00:00:00
AEP,1901,Date,Gap,2017-07-24 00:00:00
