File,Line,Column,Type,Value
EOG,463,High,Spike,36.12157945953387
EOG,652,High,Spike,40.3619170356411
EOG,840,High,Spike,51.42858046891264
EOG,1091,High,Spike,79.77778918501824
EOG,1218,High,Spike,68.3701808056438
EOG,1219,High,Spike,73.23927094612793
EOG,1235,High,Spike,66.44658860817285
EOG,1260,High,Spike,65.07153815833092
EOG,1279,High,Spike,73.69290957405354
EOG,1419,High,Spike,55.37901393388194
EOG,1422,High,Spike,57.51011904380306
EOG,1448,High,Spike,61.74214297442917
EOG,1476,High,Spike,62.659104847154346
EOG,1553,High,Spike,57.34515486316661
EOG,1617,High,Spike,65.15465839138255
EOG,1659,High,Spike,69.20216669597387
EOG,1680,High,Spike,72.57958140434276
EOG,1696,High,Spike,72.10689286995155
EOG,1740,High,Spike,78.71690961646259
EOG,1741,High,Spike,82.07727310872528
EOG,2053,High,Spike,78.63826664000602
EOG,2067,High,Spike,81.50318400287425
EOG,2107,High,Spike,97.54741231827605
EOG,2135,High,Spike,96.25912374458382
EOG,2170,High,Spike,90.4442226415409
EOG,2209,High,Spike,96.94149896973909
EOG,2217,High,Spike,88.52489505699073
EOG,2232,High,Spike,79.26068071439667
EOG,2239,High,Spike,79.10587520200741
EOG,2247,High,Spike,79.16780375066784
EOG,2248,High,Spike,83.30845023109435
EOG,2249,High,Spike,79.9185420348659
EOG,2329,High,Spike,76.60670991782197
EOG,2334,High,Spike,82.59498007869965
EOG,2347,High,Spike,71.62906002063154
EOG,2362,High,Spike,70.77400281197657
EOG,2390,High,Spike,68.4731614938975
EOG,2412,High,Spike,63.65831427575204
EOG,2436,High,Spike,62.714730770785536
EOG,2441,High,Spike,67.84605923595943
EOG,2554,High,Spike,49.93943475667548
EOG,2560,High,Spike,47.06374709507353
EOG,2561,High,Spike,31.56963772685035
EOG,2564,High,Spike,28.24611149210832
EOG,2569,High,Spike,27.146121913652
EOG,2579,High,Spike,34.13888909823257
EOG,2610,High,Spike,41.76180476836615
EOG,2623,High,Spike,47.45371312710767
EOG,2732,High,Spike,33.72078774385495
EOG,2742,High,Spike,40.72646628434972
EOG,2743,High,Spike,44.14859101428612
EOG,2750,High,Spike,42.78457420049257
EOG,2770,High,Spike,44.64898580259598
EOG,2782,High,Spike,44.65148354823281
EOG,2802,High,Spike,54.64079802439127
EOG,2804,High,Spike,59.17254034918183
EOG,2810,High,Spike,59.99280910332414
EOG,2838,High,Spike,60.813061071025935
EOG,2855,High,Spike,68.01403192587458
EOG,2863,High,Spike,67.00948821962514
EOG,2871,High,Spike,69.60656545161311
EOG,2884,High,Spike,66.39697855464802
EOG,2885,High,Spike,69.48408894430237
EOG,2902,High,Spike,65.38437052362261
EOG,2904,High,Spike,60.22944059578832
EOG,2945,High,Spike,62.79857536846145
EOG,2958,High,Spike,72.9920184808267
EOG,2962,High,Spike,75.58611533943002
EOG,2996,High,Spike,73.66942640887903
EOG,3022,High,Spike,82.27929310622635
EOG,3034,High,Spike,88.28237519264381
EOG,3036,High,Spike,92.72488558560804
EOG,3044,High,Spike,100.3271225055
EOG,3051,High,Spike,95.72962014239803
EOG,3055,High,Spike,100.70594779872984
EOG,3056,High,Spike,96.03956326060931
EOG,3066,High,Spike,100.1721638216086
EOG,3067,High,Spike,103.80538022849792
EOG,3070,High,Spike,99.85705773656004
EOG,3072,High,Spike,102.9051663757503
EOG,3088,High,Spike,111.11151279310042
EOG,3097,High,Spike,105.38063411368852
EOG,3098,High,Spike,98.67965157690011
EOG,3101,High,Spike,104.1313007386024
EOG,3104,High,Spike,106.04460865578297
EOG,3105,High,Spike,109.1897606345591
EOG,3107,High,Spike,115.62864786623082
EOG,3109,High,Spike,109.25964690978572
EOG,3111,High,Spike,106.3154396734363
EOG,3112,High,Spike,110.13331900734462
EOG,3116,High,Spike,108.8577590026024
EOG,3123,High,Spike,124.05067911982832
EOG,3132,High,Spike,121.93643960880716
EOG,3134,High,Spike,116.04034556601874
EOG,3135,High,Spike,110.75289074396844
EOG,3136,High,Spike,105.5717186763336
EOG,3138,High,Spike,101.12565576560814
EOG,3142,High,Spike,106.21826372951452
EOG,3144,High,Spike,101.40907605022302
EOG,3147,High,Spike,92.65867128282868
EOG,3153,High,Spike,85.36727441452142
EOG,3155,High,Spike,90.38258245837596
EOG,3168,High,Spike,92.10489595036309
EOG,3169,High,Spike,96.34381271519216
EOG,3173,High,Spike,102.0016457175953
EOG,3178,High,Spike,106.2227239131848
EOG,3181,High,Spike,110.60442005177464
EOG,3186,High,Spike,111.19341229084772
EOG,3188,High,Spike,106.89201219482388
EOG,3189,High,Spike,109.9886536610767
EOG,3191,High,Spike,106.07099908579704
EOG,3193,High,Spike,110.74719107555272
EOG,3194,High,Spike,113.93307754629136
EOG,3203,High,Spike,102.7468970337388
EOG,3204,High,Spike,99.268700969144
EOG,3206,High,Spike,101.5182571315801
EOG,3209,High,Spike,109.03476725012024
EOG,3210,High,Spike,113.27183428338232
EOG,3215,High,Spike,113.22666775547654
EOG,3217,High,Spike,115.9279341128526
EOG,3219,High,Spike,112.62521757530176
EOG,3221,High,Spike,118.9866774274968
EOG,3222,High,Spike,122.05835663755192
EOG,3233,High,Spike,137.11686835546013
EOG,3234,High,Spike,132.94556747386423
EOG,3238,High,Spike,134.62679327928396
EOG,3243,High,Spike,128.35624398093938
EOG,3245,High,Spike,131.4097157059054
EOG,3248,High,Spike,127.17481078314454
EOG,3254,High,Spike,122.9126146118158
EOG,3255,High,Spike,117.89615052155078
EOG,3257,High,Spike,114.83354980023296
EOG,3259,High,Spike,117.22366214171934
EOG,3273,High,Spike,115.44696350488222
EOG,3275,High,Spike,118.76674360437724
EOG,3290,High,Spike,123.56688473189776
EOG,3293,High,Spike,117.63471457661728
EOG,3299,High,Spike,124.21472422090535
EOG,3304,High,Spike,113.47941824952872
EOG,3308,High,Spike,107.2696032265172
EOG,3318,High,Spike,107.25109848621928
EOG,3319,High,Spike,103.93795988732
EOG,3321,High,Spike,98.81816802615432
EOG,3334,High,Spike,114.182627989829
EOG,3355,High,Spike,106.50428207727958
EOG,3357,High,Spike,111.33769326398696
EOG,3361,High,Spike,104.40729458961552
EOG,3367,High,Spike,109.0056138642604
EOG,3371,High,Spike,104.68939278351668
EOG,3379,High,Spike,109.4663777296261
EOG,3399,High,Spike,110.6512243048264
EOG,3406,High,Spike,117.0435307615515
EOG,3420,High,Spike,123.4907138810648
EOG,3422,High,Spike,125.04336273119408
EOG,3440,High,Spike,128.1959412122007
EOG,3451,High,Spike,122.61025531078778
EOG,3456,High,Spike,124.03982224296776
EOG,3464,High,Spike,121.05763782608967
EOG,3468,High,Spike,127.457507444368
EOG,3474,High,Spike,126.80960334127089
EOG,3485,High,Spike,118.5982225762644
EOG,3492,High,Spike,115.99763302418737
EOG,3511,High,Spike,116.99298761461652
EOG,3525,High,Spike,117.76483427259576
EOG,3526,High,Spike,114.01171934696536
EOG,3532,High,Spike,108.67950064619036
EOG,3558,High,Spike,109.7686152355977
EOG,3593,High,Spike,132.33434979065174
EOG,3605,High,Spike,129.0154499137832
