Date,Unnamed: 0,Close,High,Low,Open,Volume,20d_std,10d_ema,10d_roc,20d_sma,bb_upper,bb_lower,vol_pct_change,vol_spike,macd_line,signal_line,macd_hist
2010-01-06,2,15.629823684692385,15.794568925442505,15.590884563849809,15.734661908273903,25866013.0,,15.629823684692385,,,,,,0,0.0,0.0,0.0
2010-01-07,3,15.63581371307373,15.752632318280364,15.575906703787036,15.632818299706974,22507303.0,,15.630912780761719,,,,,-12.985031748031673,0,0.0004778370218740946,9.556740437481892e-05,0.0003822696174992757
2010-01-08,4,15.752636909484863,15.76761398068381,15.584896228154284,15.605864127832811,22548260.0,,15.653044440529563,,,,,0.18197204702847802,0,0.010165994664150801,0.0021096528563300156,0.008056341807820786
2010-01-11,5,15.704704284667969,15.791569999444098,15.557931570819823,15.74963421945992,22335767.0,,15.662437139463819,,,,,-0.942392007188142,0,0.01381689460174762,0.004451101205413537,0.009365793396334084
2010-01-12,6,15.566929817199709,15.743655537880082,15.513012344201334,15.584901050149956,27153743.0,,15.645072171779434,,,,,21.570676305855095,0,0.0055292729929750095,0.004666735562925831,0.0008625374300491786
2010-01-13,7,15.641804695129396,15.69871629161446,15.47106864762573,15.63581386833639,25957837.0,,15.644478085115791,,,,,-4.404203133247597,0,0.0049460352369852245,0.00472259549773771,0.00022343973924751452
2010-01-14,8,15.728672981262209,15.857474530493825,15.61484976069336,15.644802643872586,35483689.0,,15.659786248051503,,,,,36.697402792073945,0,0.011362381356279982,0.006050552669446165,0.0053118286868338175
2010-01-15,9,15.716689109802246,15.830512305218852,15.593878415954494,15.75263281328436,29408371.0,,15.670132222915274,,,,,-17.12143852912249,0,0.015303968981644545,0.007901235931885842,0.007402733049758702
2010-01-19,10,15.80056095123291,15.812541348182409,15.605861573610806,15.605861573610806,25052594.0,,15.693846537154844,,,,,-14.811350822526004,0,0.02490833445488505,0.011302655636485685,0.013605678818399365
2010-01-20,11,15.638811111450195,15.704710219184516,15.423145078465833,15.653788181389814,30609341.0,,15.683840096117635,,,,,22.180325917547705,0,0.019246145433246653,0.01289135359583788,0.006354791837408773
2010-01-21,12,15.363238334655762,15.716692159429387,15.243423031020235,15.698719675176749,40706392.0,,15.62554886676093,-1.7056196884531194,,,,32.986829085931646,0,-0.007392385372813948,0.008834605802107515,-0.016226991174921462
2010-01-22,13,14.764161109924316,15.33627626074692,14.752180714419652,15.279364664418026,44600189.0,,15.468932910972454,-5.574718522136079,,,,9.565566508571921,0,-0.07596842161969874,-0.008125999682253738,-0.06784242193744501
2010-01-25,14,14.994807243347168,15.10264088940242,14.800109107305602,14.842044903346036,29677235.0,,15.382728244131492,-4.810811488211197,,,,-33.459396326773415,0,-0.11043122659284421,-0.028587045064371833,-0.08184418152847238
2010-01-26,15,14.898953437805176,15.12660108091644,14.851028081694343,15.006787061615126,34636139.0,,15.294769188435797,-5.130633676747564,,,,16.709454233185816,0,-0.14381998162537712,-0.0516336323765729,-0.09218634924880423
2010-01-27,16,14.812091827392578,14.90794382432212,14.530526665040096,14.90794382432212,39655818.0,,15.20700966824612,-4.848984344832852,,,,14.4926055412816,0,-0.17526941979916089,-0.0763607898610905,-0.09890862993807038
2010-01-28,17,14.314857482910156,14.806097758881364,14.23098716120657,14.797111518193637,58488863.0,,15.044800180003216,-8.483338323693745,,,,47.49125336413436,0,-0.23757733850030505,-0.10860409958893341,-0.12897323891137163
2010-01-29,18,14.099190711975098,14.512551470834747,14.01831580824274,14.48858816364043,51719475.0,,14.872871185816285,-10.359947538030301,,,,-11.573806794637132,0,-0.3008908367196632,-0.14706144701507937,-0.15382938970458385
2010-02-01,19,14.32683563232422,14.347803522132782,14.1381271401436,14.18904915825011,34662122.0,,14.773591994272271,-8.843169625409185,,,,-32.98052232742115,0,-0.32890676519165574,-0.18343051065039465,-0.1454762545412611
2010-02-02,20,14.554494857788086,14.623388149849594,14.371777045331983,14.467629074393344,38453746.0,,14.733756151275145,-7.886214276130454,,,,10.938810959121303,0,-0.3289474915621504,-0.2125339068327458,-0.1164135847294046
2010-02-03,21,14.596421241760254,14.644346596307033,14.455638075310288,14.518540496293062,25012958.0,0.5800313883969521,14.708786167726982,-6.6654035416204955,15.177074956893922,16.337137733687825,14.017012180100018,-34.95313044404048,0,-0.32188615547786803,-0.23440435656177028,-0.08748179891609775
