Date,Close,High,Low,Open,Volume,20d_std,10d_ema,10d_roc,20d_sma,bb_upper,bb_lower,vol_pct_change,vol_spike,macd_line,signal_line,macd_hist
2014-04-15,15.126306533813477,17.658853909033546,14.92922035973945,17.639144915715534,3531700,,15.126306533813477,,,,,,0,0.0,0.0,0.0
2014-04-16,15.39237117767334,15.855522177463124,14.988346217340842,15.126306349556836,266500,,15.174681923606178,,,,,-92.4540589517796,0,0.021224529994517738,0.004244905998903548,0.01697962399561419
2014-04-17,16.0131893157959,16.3088166744202,15.481058754585124,15.717561017395145,262100,,15.327137813095218,,,,,-1.6510318949343294,0,0.08713551431345223,0.020823027661813286,0.06631248665163894
2014-04-21,15.865376472473145,16.34823551943086,15.776687884302032,16.34823551943086,78000,,15.424999387527567,,,,,-70.24036627241512,0,0.1259908391493969,0.04185658995933001,0.0841342491900669
2014-04-22,15.747124671936035,16.445792127847046,15.530331385679863,15.963919837745244,96100,,15.483567621056379,,,,,23.20512820512821,0,0.14556406011306677,0.06259808399007737,0.08296597612298941
2014-04-23,15.83581256866455,15.944210146825494,15.569747750893054,15.589455803428194,56500,,15.547612156985135,,,,,-41.20707596253902,0,0.1663151730274688,0.08334150179755564,0.08297367122991314
2014-04-24,15.520475387573242,16.062459490556243,15.520475387573242,16.04275237884172,42800,,15.542678198910245,,,,,-24.247787610619465,0,0.15552273510380488,0.09777774845880549,0.057744986644999385
2014-04-25,15.077033042907717,15.520474997745152,15.027761505753244,15.520474997745152,71600,,15.458015443273421,,,,,67.28971962616824,0,0.10992046439139003,0.1002062916453224,0.009714172746067631
2014-04-28,14.751843452453612,15.431787715012629,14.298546964155443,15.205139940751785,197500,,15.329620535851637,,,,,175.83798882681566,0,0.04699848480109203,0.08956473027647632,-0.04256624547538429
2014-04-29,15.057324409484863,15.224847075919977,14.791259606178553,14.791259606178553,68500,,15.280112149239496,,,,,-65.31645569620252,0,0.021533893548497218,0.0759585629308805,-0.05442466938238329
2014-04-30,15.185430526733398,15.283973606583617,14.840531626810554,14.948928262824628,53600,,15.262897308783842,0.3908686683544049,,,,-21.75182481751825,0,0.011556893874141494,0.0630782291195327,-0.05152133524539121
2014-05-01,15.441642761230469,15.668290543564105,15.067180349752858,15.067180349752858,39900,,15.295396481955954,0.3201039202367806,,,,-25.55970149253731,0,0.02404703655212792,0.05527199060605175,-0.03122495405392383
2014-05-02,15.569747924804688,15.822016826686449,15.46135034543296,15.46135034543296,22300,,15.345278562473906,-2.769225931487529,,,,-44.11027568922306,0,0.043777935897757914,0.05297317966439299,-0.009195243766635074
2014-05-05,15.451497077941896,15.756978949685935,15.449526366607156,15.461350634615584,13300,,15.364591019831721,-2.608695704443831,,,,-40.35874439461884,0,0.04930460787581836,0.05223946530667807,-0.002934857430859708
2014-05-06,15.086888313293455,15.402224663638368,15.02776227771556,15.402224663638368,31900,,15.314099618642945,-4.192742309453035,,,,139.84962406015038,0,0.02398714620147757,0.04658900148563798,-0.022601855284160408
2014-05-07,14.83067798614502,15.067180263692713,14.732134900611891,15.037617713943378,92600,,15.226204776370595,-6.347224546648544,,,,190.28213166144198,0,-0.01656026036662972,0.03395914911518444,-0.05051940948181416
2014-05-08,14.958782196044922,15.104625159324693,14.958782196044922,15.027761785479322,18600,,15.177582489038654,-3.6190463081952395,,,,-79.91360691144709,0,-0.03792031132835483,0.019583257026476585,-0.05750356835483141
2014-05-09,14.29854679107666,14.948928496897814,13.914229901374854,14.899656956201202,76000,,15.017757816681927,-5.16339156129434,,,,308.60215053763443,0,-0.10689160508411533,-0.005711715395641796,-0.10117988968847352
2014-05-12,13.88466739654541,14.653300238590488,13.88466739654541,14.51534011216128,111200,,14.811741376657105,-5.878425016528821,,,,46.31578947368422,0,-0.19272682562364096,-0.043114737441241634,-0.14961208818239932
2014-05-13,13.667874336242676,14.655272188920351,13.475716344429134,14.357673147156229,90800,0.6269637075036377,14.603765551127207,-9.22773552230135,15.138130617141723,16.392058032149,13.884203202134447,-18.345323741007192,0,-0.275074358485039,-0.08950666165000112,-0.1855676968350379
2014-05-14,13.864956855773926,14.081751047442264,13.70728869447927,13.943790936421257,105600,0.6886244025202778,14.469436697426609,-8.695661730728188,15.075063133239746,16.452311938280303,13.697814328199192,16.299559471365633,0,-0.320735223317147,-0.1357523739834303,-0.1849828493337167
2014-05-15,14.081751823425291,14.101460814561388,13.411661161220904,13.795978030386909,110100,0.7185498772468698,14.398948538517278,-8.806646798095041,15.009532165527343,16.446631920021083,13.572432411033603,4.2613636363636465,0,-0.3355601174519709,-0.17571392267713842,-0.15984619477483247
2014-05-16,13.60874843597412,14.466069885804202,13.372245221715495,14.081752984938372,119700,0.7425335427548845,14.255275792600338,-12.594934088216247,14.889310121536255,16.374377207046024,13.404243036026486,8.719346049046317,1,-0.3810834800328866,-0.21678783414828806,-0.16429564588459855
2014-05-19,13.047054290771484,13.648165409974204,12.9090951012704,13.648165409974204,202500,0.8117498710151206,14.035599155904183,-15.561228630738466,14.748394012451172,16.371893754481412,13.124894270420931,69.17293233082707,1,-0.4572146106747468,-0.26487318945357985,-0.19234142122116693
2014-05-20,13.795978546142578,14.091606845800923,13.175159398792989,13.303265026637488,141100,0.802597852333187,13.992031772311163,-8.556501117685233,14.650836706161499,16.256032410827874,13.045641001495126,-30.320987654320987,1,-0.4519078395448961,-0.3022801194718431,-0.14962772007305303
